title,category,brand,modelno,price
samsung_tl_205_refurbished_12_2_mp_black_digital8_camera_6_3_18_9_mm_f_3_2_3x_zoom_lens_2_7_dual_lcd_vga_movie_recording_w_50_bonus_prints,digital_cameras,samsung,rbtl_205,79.0
draper_m_2500_clarion_fixed_frame_screens_124_x_124_diagonal_av_format,electronics_general,draper,252031,1884.0
kensington_82024_memory_foam_seat_backrest,furniture,kensington,82024,30.0
blackberrys_weather_sleeves_for_playbook_tablet_black,electronics_general,blackberry,acc_39311_301,30.0
arclyte_mobilestyle_mini_usb_car_charger_jet_black_electric_blue,mp3_accessories,arclyte,arclyte_era_02142,25.0
los_angeles_lakers_iphone4_3g_duo_case,electronics_general,tribeca,fva_4005,25.0
epson_t_020201_color_ink_cartridge,printers,epson,t_020201,27.0
q_see_professioal_indoor_dome_camera_qsd_360,garden_general,q_see,qsd_360,100.0
microsoft_vx_5000_lifecam_webcam_red,electronics_general,microsoft,rka_00014,28.0
xerox_travel_scanner_100_scanner,electronics_general,visioneer,xerox_travel_scanner_100,189.0
lorex_simulated_bullet_style_surveillance_camera,garden_general,lorex,sg_610,13.0
panasonic_stereo_earbud_headhones_rp_hv_21_green,electronics_general,panasonic,rphv_21g,10.0
canon_faxphone_l_170_laser_printer_fax,printers,canon,l_170,269.0
kensington_k_62816us_memory_foam_mouse_wrist_pillow,electronics_general,kensington,k_62816us,14.0
hp_ce_250a_black_toner_cartridge,printers,hp,ce_250a,187.0
cables_to_go_digital8_audio_explore_toslink_selectors_switch,electronics_general,cables_to_go,28734,25.0
edge_2gb_pc3_8500_ddr3_204_pin_sodimm_notebooks_memory_module,memory,edge,pe_219413,23.0
draper_m_2500_premiere_electric_screens_av_format_7_x_9,electronics_general,draper,101198,1793.0
draper_matte_white_ultimates_access_series_e_electric_screens_ntsc_150_diagonal,electronics_general,draper,119018,2443.0
case_logic_18_laptop_case,electronics_general,case_logic,147735,40.0
sharpie_fine_point_permanent_marker_assosted_5ct,stationery_office_machinery,sharpie,30653pp,8.0
vaultz_lock_mobile_file_chest_storage_box_letter_legal_black,stationery_office_machinery,vaultz,vz_01270,60.0
innovera_heavyweight_photo_paper_matte_8_1_2_x_11_50_sheets_pack,stationery_office_machinery,innovera,99650,12.0
pelican_storm_shipping_case_without_foam_9_8_x_11_8_x_4_7,electronics_general,pelican_storm,im_2050nf_black,41.0
scosche_full_range_speaker_system_with_two_6_5_woofer,car_stereos,scosche,hdfrb6,0.0
sony_4gb_flash_memory_card_black,usb_drives,sony,sf4_n4_tq,11.0
sony_2gb_ms_pro_duo_mark2,usb_drives,sony,msmt2_g_tq,15.0
samsung_33_0525_05_samsung_fasciante_i_500_oem_multimedia_dock,electronics_general,samsung,33_0525_05,30.0
vizio_37_class_lcd_1080p_120hz_hdtv_e_371va_refurbished,television,vizio,e_371va,379.0
balt_wheasel_easel_adjustable_melamine_dry_erase_board_white,stationery_office_machinery,balt,33250,240.0
targus_15_6_a7_slimcase_orange,electronics_general,targus,tss_10805us,30.0
dane_elec_8gb_high_speed_compact_flash_memory_card,usb_drives,dane_elec,dacf_3008gc,45.0
da_lite_deluxe_anti_sway_brace_for_fast_fold_deluxe_screens,electronics_general,da_lite,93605,133.0
da_lite_natural_walnut_veneer_model_b_manual_screens_with_matte_white_fabric_64_x_84_diagonal_video_format,electronics_general,da_lite,73197,262.0
audiovox_sirius_catv_distribution_kit,satellite_radio,audiovox,scdk1,43.0
verbatim_smartdisk_optical_mini_travel_mouse_red,mice,verbatim,ver_97255,17.0
hp_ce_505xd_black_laserjet_print_cartridge_2pk,printers,hp,hp_ce_505xd,259.0
rca_42_class_lcd_1080p_60hz_hdtv_42la_45rq,electronics_flat_panel_tv,rca,42la_45rq,429.0
lacie_fireware_800_expresscard_34,electronics_general,lacie,lac_130992,45.0
mortimer_beckett_time_paradox_jewel_case,software,encore_software,10958,8.0
canon_powershot_a_3300_is_black_16_0_mp_digital8_camera_with_5x_optical_zoom_3_0_lcd_720p_video_w_50_bonus_prints,digital_cameras,canon,5035b_001aa,157.0
bling_software_123_copy_dvd_2010_windows,software,bling_software,80244,33.0
case_logic_slr_camera_backpack,mp3_accessories,case_logic,dcb_309black,80.0
panasonic_kx_tga_660b_dect_6_0_plus_digital8_cordless_handsets_black,phones,panasonic,kx_tga_660b,41.0
vizio_42_class_1080p_120hz_lcd_hdtv_rbe_421va_refurbished,electronics_flat_panel_tv,vizio,rbe_421va,479.0
omnimount_components_shelf_black,home_theater,omnimount,ecsb,34.0
koss_stereophones_with_flexible_headband_designr,electronics_general,koss,sporta_pro,30.0
inland_lightweight_headhones_with_volume_control,electronics_general,inland,87010,8.0
targus_17_groove_backpack_for_laptop_black,electronics_general,targus,cvr_617,38.0
imation_26607_rdx_cartridge_hard_drive,hard_drives,imation,26607,118.0
lacie_130752_rugged_hard_drive_sleeves,electronics_general,lacie,130752,17.0
rubbermaid_commercial_pulse_caddy_with_clean_connect_2_gal,storage,rubbermaid_commercial,q_96600,42.0
edge_2gb_2x1_gb_pc_25300_ecc_240_pin_fully_buffered_kit_apple,memory,edge,pe_20779302,80.0
draper_matte_white_signature_series_e_electric_screens_hdtv_119_diagonal,electronics_general,draper,111599,2312.0
draper_m_2500_premiere_series_c_manual_screens_161_diagonal_hdtv_format,electronics_general,draper,200126,1949.0
xantech_100w_decora_style_impedance_matching_volume_control,stereos_audio,xantech,xvcd_100,57.0
pioneer_add_on_navigation_system_for_nav_ready_pioavh_models,gps,pioneer,avic_u_220,428.0
peace_out_2_pockets_folder,stationery_office_machinery,generic,19604,0.0
v7_10_cat6_snagless_molded_network_patch_cable_gray,electronics_general,v7,v7_n2_c6_10f_grys,6.0
house_of_doolittle_xpress_track_daily_appointment_book_monthly_planner_5_x_8_black_2012,stationery_office_machinery,house_of_doolittle,nan,15.0
visual_land_v_touch_pro_4gb_flash_portable_media_players_purple,mp3,visual_land,me_965l4_gbprp,49.0
jvc_kd_r_320_cd_receiver,car_stereos,jvc,kdr_320,70.0
belkin_16_circuit_quilted_laptop_sleeves_black,electronics_general,belkin,f8_n_296,25.0
pilot_g2_retractable_gel_ink_rollers_ball_pen_extra_fine_point_12_count,stationery_office_machinery,pilot,31004,16.0
link_depot_usb_2_0_flash_memory_card_reader_microsd_secure_digital8_sd,networking,link_depot,ld_msd_usb,5.0
ifrogz_earpollution_cs_40_orange_marin,mp3_accessories,ifrogz,epcs_40orgmrn,40.0
startech_1_hdmi_to_hdmi_digital8_video_cable,electronics_general,startech,hdmimm1,11.0
audiovox_sirius_connect_home_dock_for_sp_st_sv_3_5,satellite_radio,audiovox,schdoc1,55.0
tribeca_varsity_jacket_hard_shell_case_for_ipod_touch_detroit_redwings,mp3_accessories,tribeca,fva_3791,19.0
motorola_tz_700_bluethooth_roadster_visor_speaker,electronics_general,motorola,89423n,55.0
bushnell_backtrack_personal_locator_tech_gray,handheld_gps,bushnell,nan,50.0
kensington_virtuoso_ipad_stylus_and_pen,mp3_accessories,kensington,k_39304us,18.0
sabrent_usb_2_0_wireless_802_11_g_adapter,networking,sabrent,nt_wghu,25.0
apple_ipad_2_with_wi_fi_3g_at_t_white_32gb,computers,apple,mc_983ll_a,729.0
encore_marooned_pc,software,encore,24751,11.0
panasonic_sdr_s_70s_silver_sd_camcorders_w_70x_optical_zoom_2_7_lcd_display,camcorders,panasonic,panasonic_sdr_s_70_s,236.0
v7_10_dvi_male_to_male_cable,electronics_general,v7,v7_n2_dvi_10f_blk,13.0
casio_xj_a_235u_green_slim_dlp_projector,electronics_general,casio,xja_235u,1200.0
night_owl_optics_apollo_45_4_channels_h_264_500gb_dvr_kit,garden_general,night_owl,apollo_45,338.0
sony_nsz_gt1_internet_tv_and_blu_ray_disc_players_powered_by_google_tv,home_theater,sony,nsz_gt1,198.0
mercury_shoot_n_share_case_sunrise_gumball,photography_general,merkury,mb_ns9_gs,9.0
panasonic_slimz_over_ear_headphone_green_rp_hx_40_g,electronics_general,panasonic,rp_hx_40_g,35.0
cables_unlimited_1_port_db9_serial_neos_9820_chipset_pci_i_o_card,electronics_general,cables_unlimited,ioc_2000,21.0
cyberpower_1030ht_home_heater_surge_protectors,electronics_general,cyberpower,1030ht,70.0
rca_6_digital8_series_digital8_quad_rg_6_coaxial_cable,electronics_general,rca,dh6_qc,12.0
case_logic_16_value_laptop_briefcase_black,computers,case_logic,vnci_116black,22.0
case_logic_medium_slr_camera_bag,photography_general,case_logic,133827,48.0
startech_com_dmsvgavga1_lfh_59_male_to_dual_female_vga_dms_59_cable,electronics_general,startech,dmsvgavga1,15.0
middle_atlantic_30_amp_stand_alone_mpr_module,tv_accessories,middle_atlantic,rlm_30_l_520_1,238.0
xerox_108r_00579_transfers_rollers,printers,xerox,108r_00579,200.0
imation_43347_dds_2_data_cartridge,mp3_accessories,imation,43347,11.0
edge_160gb_diskgo_2_5_in_backup_ultra_portable_usb_2_0_hard_drive,hard_drives,edge,pe_206628,57.0
neatreceipts_portable_mobile_sheetfed_scanner,computers,neatreceipts,00346neat,200.0
draper_high_contract_grey_access_series_e_electric_screens_widescreen_162_diagonal,electronics_general,draper,104193,1585.0
draper_matte_white_targa_electric_screens_with_low_voltage_controlled_ntsc_200_diagonal,electronics_general,draper,116249l,1558.0
kimberly_clark_professioal_scott_slimroll_hard_white_towels_6_ct,home_care,kimberly_clark_professional,12388,55.0
sumdex_slr_camera_sling_pack,mp3_accessories,sumdex,144952,40.0
iluv_17_macbook_pro_sleeves_gray,electronics_general,iluv,ibg_2030gry,19.0
quartet_total_erase_3_month_modular_planning_system_aluminium_frame_36,stationery_office_machinery,quartet,cmp_32,130.0
griffin_arrowhead_univrsal_stand_for_tables,electronics_general,griffin_technology,gc_32006,0.0
powermate_wireless_changing_receiver_for_blackberrys_torch,phone_accessories,powermat,prl_01_001_us,24.0
imation_3_5_diskette_ibm_formatted_ds_hd,electronics_general,imation,15847,39.0
samsill_4_non_stick_round_ring_poly_view_binders_white,stationery_office_machinery,samsill,1750545,7.0
pacon_rainbow_duo_finish_colored_kraft_paper_35_lbs_36_x_1000_ft,stationery_office_machinery,pacon_products,63300,63.0
cp_technologies_levelone_wan_2140_panel_antenna,tv_accessories,cp_tech,wan_2140,79.0
d_link_dap_1350_wireless_n_pockets_router_and_access_point,networking,d_link,dap_1350,100.0
da_lite_advanced_tv_quick_link_wall_mount_for_32_35_monitors,furniture,da_lite,nan,283.0
da_lite_da_view_thru_the_wall_rear_protection_screens_58_x_104_hdtv_format,electronics_general,da_lite,23074,22473.0
sony_premium_ex_earbud_mdrex_57lp_blk,electronics_general,sony,mdrex_57lp_blk,40.0
arkon_ipad_desktop_and_travel_stand,mp3_accessories,arkon,ipm_tab1,14.0
bic_triumph_537r_0_7_mm_rollers_pen_blue_4_ct_2_pack,electronics_general,nan,nan,8.0
tribeca_university_of_alabama_ipad_slip_sleeves,electronics_general,tribeca,fva_2344,28.0
draper_glass_beaded_access_series_e_electric_screens_ntsc_100_diagonal,electronics_general,draper,104043,1487.0
asus_us_radeon_1gb_gddr5_hd_6870_pci_xpress_graphics_card,electronics_general,asus,eah_6870d2_di2_s1_g,200.0
zoom_telephonics_9006_00_00f_wireless_keyboard_with_touchpad,electronics_general,zoom,9006_00_00f,42.0
sony_cyber_shot_dsc_tx_100v_16mp_sleek_camera_silver_w_4x_optical_zoom_hd_movie_capture_3_5_lcd_w_50_bonus_prints,digital_cameras,sony,dsc_tx_100v,348.0
san_diego_charger_camera_case,electronics_general,tribeca,fva_2845,20.0
iosafe_rugged_750gb_usb_3_0_portable_external_hard_drive,hard_drives,iosafe,pa_70750u1_yr,140.0
human_toolz_3_in_1_laptop_pad_designr_tan,electronics_general,human_toolz,3_n1_ndt,10.0
jvc_flats_lightweight_folding_headhones_silver,electronics_general,jvc,has_160s,37.0
compucessory_compucessory_foldable_noise_cancelling_headhones_black,electronics_general,compucessory,ccs_59224,53.0
fellowes_vinyl_cd_dvd_sleeves_50_pack,electronics_general,fellowes,90659,11.0
amzer_10_neoprene_reversible_sleeves_carry_case_ebony_black_sea_green,electronics_general,amzer,90805,17.0
targus_zierra_case_for_blackberrys_playbook_tablet_black,electronics_general,targus,thz_053us,56.0
startech_430w_atx_12v_2_3_80_plus_computer_power_supply_active_pfc,electronics_general,startech,atx2_power_430,60.0
los_angeles_dodgers_pink_iphone4_4_hard_case,electronics_general,tribeca,fva_4450,30.0
case_logic_30_capacity_cd_case,electronics_general,case_logic,56349,16.0
fellowes_55_piece_computer_maintenance_tool_kit,electronics_general,fellowes,49106,44.0
kingston_valueram_2gb_ddr3_sdram_desktop_memory_module,memory,kingston,kvr_1333d3_ls4_r9_s_2g,64.0
middle_atlantic_removes_control_switch,tv_accessories,middle_atlantic,usc_kl,81.0
ultrafast_green_travel_charger_with_2_aa_green_batteries,computers,ultralast,ulgtravel,21.0
panasonic_replacement_film_rolls,electronics_general,panasonic,kx_fa_136,43.0
d_link_dkvm_8e_8_port_kvm_switch,networking,d_link,dkvm_8e,180.0
epson_s_041595_photographic_papers,stationery_office_machinery,epson,s_041595,70.0
epson_s_041378_photographic_papers,stationery_office_machinery,epson,s_041378,60.0
san_diego_charger_pro_grip_mouse,mice,team_pro_mark,msnf_25,27.0
vtech_ds_6151_2_line_expandable_cordless_phone_with_digital8_answering_system_caller_id,electronics_general,vtech,ds_6151,63.0
draper_matte_white_envoy_electric_screens_ntsc_150_diagonal,electronics_general,draper,112018,1456.0
draper_matte_white_rolleramic_electric_screens_av_format_15_x_20,electronics_general,draper,115020,2990.0
draper_high_contract_grey_access_series_e_electric_screens_widescreen_120_diagonal,electronics_general,draper,104191,1518.0
simplism_silicon_case_set_ipad_brown,mp3_accessories,simplism,trscipadbren,33.0
draper_m_1300_shadowbox_clarion_fixed_frame_screens_161_diagonal_hdtv_format,electronics_general,draper,253019,1349.0
seagate_freeagent_goflex_500gb_usb_2_0_ultra_portable_hard_drive_black,hard_drives,seagate,9zf2_a2_570,71.0
boss_mp3_cd_receiver_speaker_packages_system,car_stereos,boss,655ck,78.0
sharpie_pen_retractable_fine_point_pens_black_set_of_2,stationery_office_machinery,sharpie,nan,6.0
bic_mark_it_retractable_permanent_marker_fine_red_1_dozen,stationery_office_machinery,bic,pmr_11_red,12.0
cleanings_cards_for_canon_cr_series_check_scanner,electronics_general,canon,1904v_566,30.0
memorex_white_matte_cd_label_refill_300_pack,stationery_office_machinery,memorex,3202_0403,30.0
avery_designr_edge_presentations_view_binders_1_capacity,stationery_office_machinery,avery,68080,7.0
maccase_premium_weather_17_macbook_pro_flight_jacket_w_backpack_option,electronics_general,maccase,155623,192.0
link_depot_80mm_led_computer_case_fan_black,networking,link_depot,fan_80_bk,4.0
honestech_vhs_to_dvd_5_0_deluxe_for_pc,software,honest_technology,vdd5_m,65.0
avery_laser_inkjet_mailing_labels_mini_sheet_1_x_2_5_8_white_200_pack,stationery_office_machinery,avery,2160,8.0
pc_treasures_external_dvd_rw_drive_purple,electronics_general,pc_treasures,07188,58.0
rayovac_alkaline_9_volt_batteries_6ct,electronics_general,rayovac,a_1604_6ctd,10.0
da_lite_high_contract_matte_white_model_b_manual_screens_60_x_60_av_format,electronics_general,da_lite,93154,93.0
buffalo_technology_ministation_metro_1_tb_usb_2_0_portable_external_hard_drive_with_integrated_flex_cable_encryption_and_turbopc_hd_pxt1_tu2_b_black,hard_drives,buffalo_technology,hdpxt1_tu2_b,100.0
email_delivers_t_mobile_10_prepaid_pass_for_mobile_broadband_service,electronics_general,t_mobile,12898,10.0
imation_32gb_pockets_flash_drive,usb_drives,imation,27860,77.0
griffin_technology_outfit_gloss_ipod_touch_4g_black,mp3_accessories,griffin_technology,gb_01967,25.0
microsoft_wireless_mobile_mouse_4000_sgkomen_pink,mice,microsoft,d5_d_00052,20.0
acer_black_14_travelmate_tm_8472_7254_laptop_pc_with_intel_i5_560m_processors_and_windows_7_professioal,laptop_computers,acer,lx_tyv_03_021,638.0
targus_red_tgk_fr_300_digital8_camera_starter_kit,photography_general,targus,tgk_fr_300,19.0
uniden_1360bk_desktop_corded_phone_with_caller_id_black,electronics_general,uniden,1360bk,24.0
cl_80111_at_t_accessory_handsets,phone_accessories,at_t,cl_80111,22.0
middle_atlantic_drk_series_cable_management_brush_grommel_panel,tv_accessories,middle_atlantic,br1,36.0
cables_unlimited_3_svga_video_cable_hdb_15_male_to_male_with_3_5_mm_audio,electronics_general,cables_unlimited,pcm_2240_03,12.0
los_angeles_angels_of_anaheim_iphone4_4_case_silicon_cover,electronics_general,tribeca,fva_3955,25.0
solo_cup_company_4_ounce_paper_water_cups_200ct,house_wares,solo,4_br,4.0
comprehensive_high_density_15_pin_vga_male_metal_connectors_with_hood_set_of_25,tv_accessories,comprehensive,hd_15p,69.0
wacom_ptk_640_intuos3_medium_pen_graphics_tablet,electronics_general,wacom_tech_corp_,ptk_640,373.0
startech_com_slsataf_20_20in_slimline_sata_male_to_sata_cable,electronics_general,startech,slsataf_20,10.0
edge_16gb_sdhc_hd_video_card_class_6,usb_drives,edge_tech,pe_222604,39.0
iluv_3mp_premium_sliding_door_usb_webcam,electronics_general,iluv,icm_20blk,53.0
startech_3_usb_y_cable_for_external_hard_drive,electronics_general,startech,usb2_habmy3,6.0
banker_box_stor_file_dividerbox_legal_15_x_24_x_10_white_blue_12_per_cartoon,storage,bankers_box,nan,130.0
avery_worksaver_big_tab_plastic_divider_two_slash_pockets_eight_tab_assosted,stationery_office_machinery,avery,11907,6.0
ge_rg6_coax_cable_25,electronics_general,ge,33282,0.0
15_rg6_video_cable_white,tv_accessories,ge,73311,0.0
cocoon_innovation_grid_it_large_organizer_for_binders_black,mp3_accessories,cocoon_innovations,cpg_25bk,20.0
netgear_wireless_router_for_video_and_gaming,networking,netgear,wndr_37av_100nas,129.0
samsung_19_lcd_monitors_e_1920x,monitors,samsung,e_1920x,115.0
hp_scanjet_enterprise_7000nx_documents_capture_workstation,electronics_general,hp,hp_7000nx,3180.0
post_it_notes_original_notes_canary_yellow,stationery_office_machinery,post_it,659yw,45.0
ocz_technology_vertex_2_90gb_2_5_sata_ii_solid_state_drive,hard_drives,ocz_technologies,oczssd_22vtxe_90g,180.0
da_lite_video_spectre_1_5_model_c_manual_screens_7_x_9_av_format,electronics_general,da_lite,82965,504.0
vizio_47_ultra_slim_m_470vt,electronics_flat_panel_tv,vizio,m_470vt,799.0
iluv_ipod_nano_6g_clear_type_protective_film,mp3_accessories,iluv,icc_1112clr,12.0
symantec_norton_anti_virus_dual_protection_software_mac,software,symantec,symcd_11445mc,70.0
razer_lachesis_gaming_mouse,mice,razer,rz_01_00170500_r3_u1,78.0
solidtek_keyboard_with_touch_pad_black,electronics_general,solidtek,kb_7070bu,60.0
dixie_heavy_mediumweight_plastic_forks_100ct,house_wares,dixie,fm_507,4.0
samsung_bd_c_6500_blu_ray_players_wifi_internet_tv_download_apps_like_blockbuster_facebook_youtube_twitter_flickr_pandora_and_vudu_refurbished,dvd_players,samsung,bd_c_6500,109.0
aiptek_mz_dv_black_camcorders_w_3x_optical_zoom_2_4_lcd_image_stabilization,camcorders,aiptek,mzdv,130.0
panasonic_ergofit_inner_ear_headhones_white_rp_hje_450_w,electronics_general,panasonic,rp_hje_450_w,44.0
tracfone_lg_500g_p4_dm_pda,prepaid_wireless_phones,tracfone,tflg_500gp4_dm,30.0
iogear_miniview_extreme_multimedia_kvm_and_peripherals_sharing_switch,networking,iogear,gcs_1734,85.0
cyberpower_1250_joules_7_outlet_surge_protectors,electronics_general,cyberpower,750,18.0
case_logic_48_capacity_heavy_duty_cd_wallets,electronics_general,case_logic,56352,16.0
motorola_ear_piece_with_boom_microphone,phones,motorola,56320,15.0
logitech_g9_x_black_tilt_wheel_usb_wired_laser_gaming_mouse,computers,logitech,910_001152,80.0
oki_52102001_ribbon_black,printers,oki,5_2102001_e7,14.0
xerox_108r_00645_imaging_unit_for_phaser_6300_and_6350_printer,printers,xerox,108r_00645,245.0
draper_cineflex_ultimates_folding_replacement_surface_portable_screens_9_x_12_ntsc_format,electronics_general,draper,241119,755.0
draper_cineflex_ultimates_folding_portable_screens_with_heavy_duty_legs_133_diagonal_hdtv_format,electronics_general,draper,241102,1195.0
rubbermaid_rotary_desk_organizer_w_supplier_black,stationery_office_machinery,rubbermaid,25001,22.0
sony_62mm_front_lens_cap,photography_general,sony,alc_f_62a,9.0
iomega_ego_500gb_helium_portable_hard_drive,hard_drives,iomega,34945,79.0
southworth_10pk_certificate_holder_navy,stationery_office_machinery,southworth,pf8,7.0
skb_cases_rx_series_rugged_roto_x_shipping_foot_locker_case_18_1_2_h_x_36_w_x_28_d_outside,electronics_general,skb_cases,3skb_x_3426_16,615.0
at_t_htc_aria_smartphones_price_with_new_2_yr_contract,post_paid_cellphones,at_t,aria,320.0
avery_economy_weight_sheet_protectors_100ct,stationery_office_machinery,avery,75537,12.0
avery_eco_shipping_labels_white_250_count,stationery_office_machinery,avery,48363,9.0
avery_write_on_tabs_1_75_48_count,stationery_office_machinery,avery,16143,4.0
link_depot_5_ethernet_enhanced_cat6_networking_cable_gray,networking,link_depot,c6_m_5_gyb,3.0
dymo_d1_standard_tape_cartridge_for_dymo_label_makers_3_8in_x_23ft_red_on_white,stationery_office_machinery,dymo,45018,17.0
ampad_evidence_glue_top_narrow_ruled_pads_ltr_50_sheet_pads_pack_dozen,stationery_office_machinery,ampad,21118,11.0
sony_vgp_bkb1_bluethooth_wireless_keyboard,electronics_general,sony,vgpbkb1,97.0
acp_ep_memory_32gb_class_4_sdhc_card,usb_drives,ep_memory,epsdhc_32gb_4,69.0
da_lite_hc_cinema_vision_tensioned_advantage_electrol_av_format_8_x_8_diagonal,electronics_general,da_lite,89939,2595.0
archos_10_1_touchscreens_entertainmenttablet_and_ebook_reader_with_google_android_os,laptop_computers,archos,501594,279.0
