3#__tn,3$__tt,5$__idx,1$__cid
idx__6,tt__citrus,1,1.0
tt__citrus,cid__name,1.0,1
idx__6,tn__2138570034,1,1.0
tn__2138570034,cid__phone,1.0,1
idx__6,tt__californian,1,1.0
tt__californian,cid__type,1.0,1
idx__7,tt__8358_sunset_blvd_west,1,1.0
tt__8358_sunset_blvd_west,cid__addr,1.0,1
idx__7,tt__hollywood,1,1.0
tt__hollywood,cid__city,1.0,1
idx__7,tn__7,1,1
tn__7,cid__class,1,1
idx__7,tt__fenix,1,1.0
tt__fenix,cid__name,1.0,1
idx__7,tn__2138486677,1,1.0
tn__2138486677,cid__phone,1.0,1
idx__7,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__8,tt__23725_w_malibu_rd,1,1.0
tt__23725_w_malibu_rd,cid__addr,1.0,1
idx__8,tt__malibu,1,1.0
tt__malibu,cid__city,1.0,1
idx__8,tn__8,1,1
tn__8,cid__class,1,1
idx__8,tt__granita,1,1.0
tt__granita,cid__name,1.0,1
idx__8,tn__3104560488,1,1.0
tn__3104560488,cid__phone,1.0,1
idx__8,tt__californian,1,1.0
tt__californian,cid__type,1.0,1
idx__9,tt__9560_dayton_way,1,1.0
tt__9560_dayton_way,cid__addr,1.0,1
idx__9,tt__los_angeles,1,1.0
tt__los_angeles,cid__city,1.0,1
idx__9,tn__9,1,1
tn__9,cid__class,1,1
idx__9,tt__grill_on_the_alley,1,1.0
tt__grill_on_the_alley,cid__name,1.0,1
idx__9,tn__3102760615,1,1.0
tn__3102760615,cid__phone,1.0,1
idx__9,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__10,tt__1972_n_hillhurst_ave,1,1.0
tt__1972_n_hillhurst_ave,cid__addr,1.0,1
idx__10,tt__los_angeles,1,1.0
tt__los_angeles,cid__city,1.0,1
idx__10,tn__10,1,1
tn__10,cid__class,1,1
idx__10,tt__restaurant_katsu,1,1.0
tt__restaurant_katsu,cid__name,1.0,1
idx__10,tn__2136651891,1,1.0
tn__2136651891,cid__phone,1.0,1
idx__10,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__11,tt__903_n_la_cienega_blvd,1,1.0
tt__903_n_la_cienega_blvd,cid__addr,1.0,1
idx__11,tt__los_angeles,1,1.0
tt__los_angeles,cid__city,1.0,1
idx__11,tn__11,1,1
tn__11,cid__class,1,1
idx__11,tt__l_orangerie,1,1.0
tt__l_orangerie,cid__name,1.0,1
idx__11,tn__3106529770,1,1.0
tn__3106529770,cid__phone,1.0,1
idx__11,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__12,tt__8284_melrose_ave,1,1.0
tt__8284_melrose_ave,cid__addr,1.0,1
idx__12,tt__los_angeles,1,1.0
tt__los_angeles,cid__city,1.0,1
idx__12,tn__12,1,1
tn__12,cid__class,1,1
idx__12,tt__le_chardonnay,1,1.0
tt__le_chardonnay,cid__name,1.0,1
idx__12,tn__2136558880,1,1.0
tn__2136558880,cid__phone,1.0,1
idx__12,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__13,tt__3rd_st,1,1.0
tt__3rd_st,cid__addr,1.0,1
idx__13,tt__los_angeles,1,1.0
tt__los_angeles,cid__city,1.0,1
idx__13,tn__13,1,1
tn__13,cid__class,1,1
idx__13,tt__locanda_veneta,1,1.0
tt__locanda_veneta,cid__name,1.0,1
idx__13,tn__3102741893,1,1.0
tn__3102741893,cid__phone,1.0,1
idx__13,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__14,tt__129_n_la_cienega_blvd,1,1.0
tt__129_n_la_cienega_blvd,cid__addr,1.0,1
idx__14,tt__beverly_hills,1,1.0
tt__beverly_hills,cid__city,1.0,1
idx__14,tn__14,1,1
tn__14,cid__class,1,1
idx__14,tt__matsuhisa,1,1.0
tt__matsuhisa,cid__name,1.0,1
idx__14,tn__3106599639,1,1.0
tn__3106599639,cid__phone,1.0,1
idx__14,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__15,tt__9001_santa_monica_blvd,1,1.0
tt__9001_santa_monica_blvd,cid__addr,1.0,1
idx__15,tt__los_angeles,1,1.0
tt__los_angeles,cid__city,1.0,1
idx__15,tn__15,1,1
tn__15,cid__class,1,1
idx__15,tt__the_palm,1,1.0
tt__the_palm,cid__name,1.0,1
idx__15,tn__3105508811,1,1.0
tn__3105508811,cid__phone,1.0,1
idx__15,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__16,tt__5955_melrose_ave,1,1.0
tt__5955_melrose_ave,cid__addr,1.0,1
idx__16,tt__los_angeles,1,1.0
tt__los_angeles,cid__city,1.0,1
idx__16,tn__16,1,1
tn__16,cid__class,1,1
idx__16,tt__patina,1,1.0
tt__patina,cid__name,1.0,1
idx__16,tn__2134671108,1,1.0
tn__2134671108,cid__phone,1.0,1
idx__16,tt__californian,1,1.0
tt__californian,cid__type,1.0,1
idx__17,tt__1001_n_alameda_st,1,1.0
tt__1001_n_alameda_st,cid__addr,1.0,1
idx__17,tt__los_angeles,1,1.0
tt__los_angeles,cid__city,1.0,1
idx__17,tn__17,1,1
tn__17,cid__class,1,1
idx__17,tt__philippe_s_the_original,1,1.0
tt__philippe_s_the_original,cid__name,1.0,1
idx__17,tn__2136283781,1,1.0
tn__2136283781,cid__phone,1.0,1
idx__17,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__18,tt__12969_ventura_blvd,1,1.0
tt__12969_ventura_blvd,cid__addr,1.0,1
idx__18,tt__los_angeles,1,1.0
tt__los_angeles,cid__city,1.0,1
idx__18,tn__18,1,1
tn__18,cid__class,1,1
idx__18,tt__pinot_bistro,1,1.0
tt__pinot_bistro,cid__name,1.0,1
idx__18,tn__8189900500,1,1.0
tn__8189900500,cid__phone,1.0,1
idx__18,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__19,tt__617_s_olive_st,1,1.0
tt__617_s_olive_st,cid__addr,1.0,1
idx__19,tt__los_angeles,1,1.0
tt__los_angeles,cid__city,1.0,1
idx__19,tn__19,1,1
tn__19,cid__class,1,1
idx__19,tt__rex_il_ristorante,1,1.0
tt__rex_il_ristorante,cid__name,1.0,1
idx__19,tn__2136272300,1,1.0
tn__2136272300,cid__phone,1.0,1
idx__19,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__20,tt__1114_horn_ave,1,1.0
tt__1114_horn_ave,cid__addr,1.0,1
idx__20,tt__los_angeles,1,1.0
tt__los_angeles,cid__city,1.0,1
idx__20,tn__20,1,1
tn__20,cid__class,1,1
idx__20,tt__spago,1,1.0
tt__spago,cid__name,1.0,1
idx__20,tn__3106524025,1,1.0
tn__3106524025,cid__phone,1.0,1
idx__20,tt__californian,1,1.0
tt__californian,cid__type,1.0,1
idx__21,tt__3115_pico_blvd,1,1.0
tt__3115_pico_blvd,cid__addr,1.0,1
idx__21,tt__santa_monica,1,1.0
tt__santa_monica,cid__city,1.0,1
idx__21,tn__21,1,1
tn__21,cid__class,1,1
idx__21,tt__valentino,1,1.0
tt__valentino,cid__name,1.0,1
idx__21,tn__3108294313,1,1.0
tn__3108294313,cid__phone,1.0,1
idx__21,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__22,tt__67_n_raymond_ave,1,1.0
tt__67_n_raymond_ave,cid__addr,1.0,1
idx__22,tt__los_angeles,1,1.0
tt__los_angeles,cid__city,1.0,1
idx__22,tn__22,1,1
tn__22,cid__class,1,1
idx__22,tt__yujean_kang_s_gourmet_chinese_cuisine,1,1.0
tt__yujean_kang_s_gourmet_chinese_cuisine,cid__name,1.0,1
idx__22,tn__8185850855,1,1.0
tn__8185850855,cid__phone,1.0,1
idx__22,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__23,tt__21_w_52nd_st,1,1.0
tt__21_w_52nd_st,cid__addr,1.0,1
idx__23,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__23,tn__23,1,1
tn__23,cid__class,1,1
idx__23,tt__21_club,1,1.0
tt__21_club,cid__name,1.0,1
idx__23,tn__2125827200,1,1.0
tn__2125827200,cid__phone,1.0,1
idx__23,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__24,tt__13_w_54th_st,1,1.0
tt__13_w_54th_st,cid__addr,1.0,1
idx__24,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__24,tn__24,1,1
tn__24,cid__class,1,1
idx__24,tt__aquavit,1,1.0
tt__aquavit,cid__name,1.0,1
idx__24,tn__2123077311,1,1.0
tn__2123077311,cid__phone,1.0,1
idx__24,tt__continental,1,1.0
tt__continental,cid__type,1.0,1
idx__25,tt__34_e_61st_st,1,1.0
tt__34_e_61st_st,cid__addr,1.0,1
idx__25,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__25,tn__25,1,1
tn__25,cid__class,1,1
idx__25,tt__aureole,1,1.0
tt__aureole,cid__name,1.0,1
idx__25,tn__2123191660,1,1.0
tn__2123191660,cid__phone,1.0,1
idx__25,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__26,tt__201_w_83rd_st,1,1.0
tt__201_w_83rd_st,cid__addr,1.0,1
idx__26,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__26,tn__26,1,1
tn__26,cid__class,1,1
idx__26,tt__cafe_lalo,1,1.0
tt__cafe_lalo,cid__name,1.0,1
idx__26,tn__2124966031,1,1.0
tn__2124966031,cid__phone,1.0,1
idx__26,tt__coffee_bar,1,1.0
tt__coffee_bar,cid__type,1.0,1
idx__27,tt__1_w_67th_st,1,1.0
tt__1_w_67th_st,cid__addr,1.0,1
idx__27,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__27,tn__27,1,1
tn__27,cid__class,1,1
idx__27,tt__cafe_des_artistes,1,1.0
tt__cafe_des_artistes,cid__name,1.0,1
idx__27,tn__2128773500,1,1.0
tn__2128773500,cid__phone,1.0,1
idx__27,tt__continental,1,1.0
tt__continental,cid__type,1.0,1
idx__28,tt__2450_broadway_between_90th_and_91st_sts,1,1.0
tt__2450_broadway_between_90th_and_91st_sts,cid__addr,1.0,1
idx__28,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__28,tn__28,1,1
tn__28,cid__class,1,1
idx__28,tt__carmine_s,1,1.0
tt__carmine_s,cid__name,1.0,1
idx__28,tn__2123622200,1,1.0
tn__2123622200,cid__phone,1.0,1
idx__28,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__29,tt__854_7th_ave_between_54th_and_55th_sts,1,1.0
tt__854_7th_ave_between_54th_and_55th_sts,cid__addr,1.0,1
idx__29,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__29,tn__29,1,1
tn__29,cid__class,1,1
idx__29,tt__carnegie_deli,1,1.0
tt__carnegie_deli,cid__name,1.0,1
idx__29,tn__2127572245,1,1.0
tn__2127572245,cid__phone,1.0,1
idx__29,tt__delicatessen,1,1.0
tt__delicatessen,cid__type,1.0,1
idx__30,tt__2_harrison_st_near_hudson_st,1,1.0
tt__2_harrison_st_near_hudson_st,cid__addr,1.0,1
idx__30,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__30,tn__30,1,1
tn__30,cid__class,1,1
idx__30,tt__chanterelle,1,1.0
tt__chanterelle,cid__name,1.0,1
idx__30,tn__2129666960,1,1.0
tn__2129666960,cid__phone,1.0,1
idx__30,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__31,tt__20_e_76th_st,1,1.0
tt__20_e_76th_st,cid__addr,1.0,1
idx__31,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__31,tn__31,1,1
tn__31,cid__class,1,1
idx__31,tt__daniel,1,1.0
tt__daniel,cid__name,1.0,1
idx__31,tn__2122880033,1,1.0
tn__2122880033,cid__phone,1.0,1
idx__31,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__32,tt__210_e_58th_st,1,1.0
tt__210_e_58th_st,cid__addr,1.0,1
idx__32,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__32,tn__32,1,1
tn__32,cid__class,1,1
idx__32,tt__dawat,1,1.0
tt__dawat,cid__name,1.0,1
idx__32,tn__2123557555,1,1.0
tn__2123557555,cid__phone,1.0,1
idx__32,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
idx__33,tt__243_e_58th_st,1,1.0
tt__243_e_58th_st,cid__addr,1.0,1
idx__33,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__33,tn__33,1,1
tn__33,cid__class,1,1
idx__33,tt__felidia,1,1.0
tt__felidia,cid__name,1.0,1
idx__33,tn__2127581479,1,1.0
tn__2127581479,cid__phone,1.0,1
idx__33,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__34,tt__99_e_52nd_st,1,1.0
tt__99_e_52nd_st,cid__addr,1.0,1
idx__34,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__34,tn__34,1,1
tn__34,cid__class,1,1
idx__34,tt__four_seasons_grill_room,1,1.0
tt__four_seasons_grill_room,cid__name,1.0,1
idx__34,tn__2127549494,1,1.0
tn__2127549494,cid__phone,1.0,1
idx__34,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__35,tt__12_e_12th_st,1,1.0
tt__12_e_12th_st,cid__addr,1.0,1
idx__35,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__35,tn__35,1,1
tn__35,cid__class,1,1
idx__35,tt__gotham_bar_grill,1,1.0
tt__gotham_bar_grill,cid__name,1.0,1
idx__35,tn__2126204020,1,1.0
tn__2126204020,cid__phone,1.0,1
idx__35,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__36,tt__42_e_20th_st_between_park_ave_s_and_broadway,1,1.0
tt__42_e_20th_st_between_park_ave_s_and_broadway,cid__addr,1.0,1
idx__36,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__36,tn__36,1,1
tn__36,cid__class,1,1
idx__36,tt__gramercy_tavern,1,1.0
tt__gramercy_tavern,cid__name,1.0,1
idx__36,tn__2124770777,1,1.0
tn__2124770777,cid__phone,1.0,1
idx__36,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__37,tt__402_w_44th_st,1,1.0
tt__402_w_44th_st,cid__addr,1.0,1
idx__37,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__37,tn__37,1,1
tn__37,cid__class,1,1
idx__37,tt__island_spice,1,1.0
tt__island_spice,cid__name,1.0,1
idx__37,tn__2127651737,1,1.0
tn__2127651737,cid__phone,1.0,1
idx__37,tt__tel_caribbean,1,1.0
tt__tel_caribbean,cid__type,1.0,1
idx__38,tt__160_e_64th_st,1,1.0
tt__160_e_64th_st,cid__addr,1.0,1
idx__38,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__38,tn__38,1,1
tn__38,cid__class,1,1
idx__38,tt__jo_jo,1,1.0
tt__jo_jo,cid__name,1.0,1
idx__38,tn__2122235656,1,1.0
tn__2122235656,cid__phone,1.0,1
idx__38,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__39,tt__33_w_55th_st,1,1.0
tt__33_w_55th_st,cid__addr,1.0,1
idx__39,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__39,tn__39,1,1
tn__39,cid__class,1,1
idx__39,tt__la_caravelle,1,1.0
tt__la_caravelle,cid__name,1.0,1
idx__39,tn__2125864252,1,1.0
tn__2125864252,cid__phone,1.0,1
idx__39,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__40,tt__60_w_55th_st_between_5th_and_6th_ave,1,1.0
tt__60_w_55th_st_between_5th_and_6th_ave,cid__addr,1.0,1
idx__40,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__40,tn__40,1,1
tn__40,cid__class,1,1
idx__40,tt__la_cote_basque,1,1.0
tt__la_cote_basque,cid__name,1.0,1
idx__40,tn__2126886525,1,1.0
tn__2126886525,cid__phone,1.0,1
idx__40,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__41,tt__155_w_51st_st,1,1.0
tt__155_w_51st_st,cid__addr,1.0,1
idx__41,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__41,tn__41,1,1
tn__41,cid__class,1,1
idx__41,tt__le_bernardin,1,1.0
tt__le_bernardin,cid__name,1.0,1
idx__41,tn__2124891515,1,1.0
tn__2124891515,cid__phone,1.0,1
idx__41,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__42,tt__160_central_park_s,1,1.0
tt__160_central_park_s,cid__addr,1.0,1
idx__42,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__42,tn__42,1,1
tn__42,cid__class,1,1
idx__42,tt__les_celebrites,1,1.0
tt__les_celebrites,cid__name,1.0,1
idx__42,tn__2124845113,1,1.0
tn__2124845113,cid__phone,1.0,1
idx__42,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__43,tt__2_e_55th_st,1,1.0
tt__2_e_55th_st,cid__addr,1.0,1
idx__43,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__43,tn__43,1,1
tn__43,cid__class,1,1
idx__43,tt__lespinasse,1,1.0
tt__lespinasse,cid__name,1.0,1
idx__43,tn__2123396719,1,1.0
tn__2123396719,cid__phone,1.0,1
idx__43,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__44,tt__249_e_50th_st,1,1.0
tt__249_e_50th_st,cid__addr,1.0,1
idx__44,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__44,tn__44,1,1
tn__44,cid__class,1,1
idx__44,tt__lutece,1,1.0
tt__lutece,cid__name,1.0,1
idx__44,tn__2127522225,1,1.0
tn__2127522225,cid__phone,1.0,1
idx__44,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__45,tt__57_w_58th_st,1,1.0
tt__57_w_58th_st,cid__addr,1.0,1
idx__45,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__45,tn__45,1,1
tn__45,cid__class,1,1
idx__45,tt__manhattan_ocean_club,1,1.0
tt__manhattan_ocean_club,cid__name,1.0,1
idx__45,tn__2123717777,1,1.0
tn__2123717777,cid__phone,1.0,1
idx__45,tt__seafood,1,1.0
tt__seafood,cid__type,1.0,1
idx__46,tt__405_e_58th_st,1,1.0
tt__405_e_58th_st,cid__addr,1.0,1
idx__46,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__46,tn__46,1,1
tn__46,cid__class,1,1
idx__46,tt__march,1,1.0
tt__march,cid__name,1.0,1
idx__46,tn__2127546272,1,1.0
tn__2127546272,cid__phone,1.0,1
idx__46,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__47,tt__102_5th_ave_between_15th_and_16th_sts,1,1.0
tt__102_5th_ave_between_15th_and_16th_sts,cid__addr,1.0,1
idx__47,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__47,tn__47,1,1
tn__47,cid__class,1,1
idx__47,tt__mesa_grill,1,1.0
tt__mesa_grill,cid__name,1.0,1
idx__47,tn__2128077400,1,1.0
tn__2128077400,cid__phone,1.0,1
idx__47,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__48,tt__57_jane_st_off_hudson_st,1,1.0
tt__57_jane_st_off_hudson_st,cid__addr,1.0,1
idx__48,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__48,tn__48,1,1
tn__48,cid__class,1,1
idx__48,tt__mi_cocina,1,1.0
tt__mi_cocina,cid__name,1.0,1
idx__48,tn__2126278273,1,1.0
tn__2126278273,cid__phone,1.0,1
idx__48,tt__mexican,1,1.0
tt__mexican,cid__type,1.0,1
idx__49,tt__239_w_broadway_between_walker_and_white_sts,1,1.0
tt__239_w_broadway_between_walker_and_white_sts,cid__addr,1.0,1
idx__49,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__49,tn__49,1,1
tn__49,cid__class,1,1
idx__49,tt__montrachet,1,1.0
tt__montrachet,cid__name,1.0,1
idx__49,tn__2122192777,1,1.0
tn__2122192777,cid__phone,1.0,1
idx__49,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__50,tt__55_e_54th_st,1,1.0
tt__55_e_54th_st,cid__addr,1.0,1
idx__50,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__50,tn__50,1,1
tn__50,cid__class,1,1
idx__50,tt__oceana,1,1.0
tt__oceana,cid__name,1.0,1
idx__50,tn__2127595941,1,1.0
tn__2127595941,cid__phone,1.0,1
idx__50,tt__seafood,1,1.0
tt__seafood,cid__type,1.0,1
idx__51,tt__100_e_63rd_st,1,1.0
tt__100_e_63rd_st,cid__addr,1.0,1
idx__51,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__51,tn__51,1,1
tn__51,cid__class,1,1
idx__51,tt__park_avenue_cafe,1,1.0
tt__park_avenue_cafe,cid__name,1.0,1
idx__51,tn__2126441900,1,1.0
tn__2126441900,cid__phone,1.0,1
idx__51,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__52,tt__182_w_58th_st,1,1.0
tt__182_w_58th_st,cid__addr,1.0,1
idx__52,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__52,tn__52,1,1
tn__52,cid__class,1,1
idx__52,tt__petrossian,1,1.0
tt__petrossian,cid__name,1.0,1
idx__52,tn__2122452214,1,1.0
tn__2122452214,cid__phone,1.0,1
idx__52,tt__french,1,1.0
tt__french,cid__type,1.0,1
idx__53,tt__35_w_64th_st,1,1.0
tt__35_w_64th_st,cid__addr,1.0,1
idx__53,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__53,tn__53,1,1
tn__53,cid__class,1,1
idx__53,tt__picholine,1,1.0
tt__picholine,cid__name,1.0,1
idx__53,tn__2127248585,1,1.0
tn__2127248585,cid__phone,1.0,1
idx__53,tt__mediterranean,1,1.0
tt__mediterranean,cid__type,1.0,1
idx__54,tt__95_ave_a_at_6th_st,1,1.0
tt__95_ave_a_at_6th_st,cid__addr,1.0,1
idx__54,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__54,tn__54,1,1
tn__54,cid__class,1,1
idx__54,tt__pisces,1,1.0
tt__pisces,cid__name,1.0,1
idx__54,tn__2122606660,1,1.0
tn__2122606660,cid__phone,1.0,1
idx__54,tt__seafood,1,1.0
tt__seafood,cid__type,1.0,1
idx__55,tt__30_rockefeller_plaza,1,1.0
tt__30_rockefeller_plaza,cid__addr,1.0,1
idx__55,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__55,tn__55,1,1
tn__55,cid__class,1,1
idx__55,tt__rainbow_room,1,1.0
tt__rainbow_room,cid__name,1.0,1
idx__55,tn__2126325000,1,1.0
tn__2126325000,cid__phone,1.0,1
idx__55,tt__or_212632_5100_american,1,1.0
tt__or_212632_5100_american,cid__type,1.0,1
idx__56,tt__1_water_st_at_the_east_river,1,1.0
tt__1_water_st_at_the_east_river,cid__addr,1.0,1
idx__56,tt__brooklyn,1,1.0
tt__brooklyn,cid__city,1.0,1
idx__56,tn__56,1,1
tn__56,cid__class,1,1
idx__56,tt__river_cafe,1,1.0
tt__river_cafe,cid__name,1.0,1
idx__56,tn__7185225200,1,1.0
tn__7185225200,cid__phone,1.0,1
idx__56,tt__american,1,1.0
tt__american,cid__type,1.0,1
idx__57,tt__240_central_park_s,1,1.0
tt__240_central_park_s,cid__addr,1.0,1
idx__57,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__57,tn__57,1,1
tn__57,cid__class,1,1
idx__57,tt__san_domenico,1,1.0
tt__san_domenico,cid__name,1.0,1
idx__57,tn__2122655959,1,1.0
tn__2122655959,cid__phone,1.0,1
idx__57,tt__italian,1,1.0
tt__italian,cid__type,1.0,1
idx__58,tt__156_2nd_ave_at_10th_st,1,1.0
tt__156_2nd_ave_at_10th_st,cid__addr,1.0,1
idx__58,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__58,tn__58,1,1
tn__58,cid__class,1,1
idx__58,tt__second_avenue_deli,1,1.0
tt__second_avenue_deli,cid__name,1.0,1
idx__58,tn__2126770606,1,1.0
tn__2126770606,cid__phone,1.0,1
idx__58,tt__delicatessen,1,1.0
tt__delicatessen,cid__type,1.0,1
idx__59,tt__11_e_53rd_st,1,1.0
tt__11_e_53rd_st,cid__addr,1.0,1
idx__59,tt__new_york,1,1.0
tt__new_york,cid__city,1.0,1
idx__59,tn__59,1,1
tn__59,cid__class,1,1
idx__59,tt__seryna,1,1.0
tt__seryna,cid__name,1.0,1
idx__59,tn__2129809393,1,1.0
tn__2129809393,cid__phone,1.0,1
idx__59,tt__asian,1,1.0
tt__asian,cid__type,1.0,1
