addr,city,class,name,phone,type
747_9th_ave_between_50th_and_51st_sts,new_york,64,uncle_nick_s,212315_1726,mediterranean
21_e_16th_st,new_york,65,union_square_cafe,212243_4020,american
152_w_44th_st,new_york,66,virgil_s,212_9219494,american
3200_las_vegas_blvd_s,las_vegas,67,chin_s,702733_8899,asian
3799_las_vegas_blvd_s,las_vegas,68,coyote_cafe,702891_7349,southwestern
3000_w_paradise_rd,las_vegas,69,le_montrachet,702732_5111,continental
3570_las_vegas_blvd_s,las_vegas,70,palace_court,702731_7547,continental
200_e_fremont_st,las_vegas,71,second_street_grille,702385_3232,seafood
2880_las_vegas_blvd_s,las_vegas,72,steak_house,702734_0410,steak_houses
2245_e_flamingo_rd,las_vegas,73,tillerman,702731_4036,seafood
2355_peachtree_rd_peachtree_battle_shopping_center,atlanta,74,abruzzi,404261_8186,italian
3125_piedmont_rd_near_peachtree_rd,atlanta,75,bacchanalia,404365_0410,international
3130_piedmont_road,atlanta,76,bone_s,404237_2663,american
3393_peachtree_rd_lenox_square_mall_near_neiman_marcus,atlanta,77,brasserie_le_coze,404266_1440,french
3073_piedmont_road,atlanta,78,buckhead_diner,404262_3336,american
1529_piedmont_ave,atlanta,79,ciboulette,404874_7600,french
1_margaret_mitchell_sq,atlanta,80,delectables,404681_2909,american
2290_peachtree_rd_peachtree_square_shopping_center,atlanta,81,georgia_grille,404352_3517,american
490_e_paces_ferry_rd,atlanta,82,hedgerose_heights_inn,404233_7673,international
595_piedmont_ave_rio_shopping_mall,atlanta,83,heera_of_india,404876_4408,asian
1397_n_highland_ave,atlanta,84,indigo_coastal_grill,404876_0676,caribbean
2637_peachtree_rd_peachtree_house_condominium,atlanta,85,la_grotta,404231_1368,italian
224_ponce_de_leon_ave,atlanta,86,mary_mac_s_tea_room,404876_1800,southern
255_courtland_st_at_harris_st,atlanta,87,nikolai_s_roof,404221_6362,continental
1232_w_paces_ferry_rd,atlanta,88,pano_s_and_paul_s,404261_3662,international
3434_peachtree_rd,atlanta,89,cafe_ritzcarlton_buckhead,404237_2700,ext_6108_international
3434_peachtree_rd,atlanta,90,dining_room_ritzcarlton_buckhead,404237_2700,international
181_peachtree_st,atlanta,91,restaurant_ritzcarlton_atlanta,404659_0400,continental
b_peachtree_rd,atlanta,92,toulouse,404351_9533,french
41_14th_st,atlanta,93,veni_vidi_vici,404875_8424,italian
126_clement_st,san_francisco,94,alain_rondelli,415387_0408,french
252_california_st,san_francisco,95,aqua,415956_9662,seafood
1_mission_st,san_francisco,96,boulevard,415543_6084,american
7_claude_la,san_francisco,97,cafe_claude,415392_3505,french
340_stockton_st,san_francisco,98,campton_place,415955_5555,american
804_northpoint,san_francisco,99,chez_michel,415775_7036,french
777_sutter_st,san_francisco,100,fleur_de_lys,415673_7779,french
570_4th_st,san_francisco,101,fringale,415543_0573,french
22_hawthorne_st,san_francisco,102,hawthorne_lane,415777_9779,american
5937_geary_blvd,san_francisco,103,khan_toke_thai_house,415668_6654,asian
2316_polk_st,san_francisco,104,la_folie,415776_5577,french
816_folsom_st,san_francisco,105,lulu,415495_5775,mediterranean
648_bush_st,san_francisco,106,masa_s,415989_7154,french
1737_post_st,san_francisco,107,mifune_japan_center_kintetsu_building,415922_0337,asian
3201_fillmore_st,san_francisco,108,plumpjack_cafe,415563_4755,mediterranean
545_post_st,san_francisco,109,postrio,415776_7825,american
600_stockton_st,san_francisco,110,ritzcarlton_restaurant_and_dining_room,415296_7465,american
532_columbus_ave,san_francisco,111,rose_pistola,415399_0499,italian
23_e_22nd_st,new_york,191,bolo,212228_2200,mediterranean
251_e_53rd_st,new_york,267,il_nido,212753_8450,italian
145_w_53rd_st,new_york,334,remi,212581_4242,italian
2930_beverly_glen_circle,los_angeles,112,adriano_s_ristorante,310475_9807,italian
9570_wilshire_blvd,beverly_hills,113,barney_greengrass,310777_5877,american
26025_pacific_coast_hwy,malibu,114,beaurivage,310456_5733,french
176_n_canon_dr,los_angeles,115,bistro_garden,310550_3900,californian
4th_st,los_angeles,116,border_grill,310451_1655,mexican
3rd_st_promenade,santa_monica,117,broadway_deli,310451_0616,american
346_s_la_brea_ave,los_angeles,118,ca_brea,213938_2863,italian
4100_cahuenga_blvd,los_angeles,119,ca_del_sol,818985_4669,italian
700_w_fifth_st,los_angeles,120,cafe_pinot,213239_6500,californian
207_s_beverly_dr,los_angeles,121,california_pizza_kitchen,310275_1101,californian
419_n_fairfax_ave,los_angeles,122,canter_s,213651_2030,american
3rd_st,los_angeles,123,cava,213658_8898,mediterranean
656_n_virgil_ave,los_angeles,124,cha_cha_cha,213664_7723,caribbean
310_n_larchmont_blvd,los_angeles,125,chan_dara,213467_1052,asian
168_w_colorado_blvd,los_angeles,126,clearwater_cafe,818356_0959,health_food
9500_wilshire_blvd,los_angeles,127,dining_room,310275_5200,californian
10250_santa_monica_blvd,los_angeles,128,dive,310788,dive_american
2628_wilshire_blvd,santa_monica,129,drago,310828_1585,italian
730_n_la_cienega_blvd,los_angeles,130,drai_s,310358_8585,french
930_hilgard_ave,los_angeles,131,dynasty_room,310208_8765,continental
8800_melrose_ave,los_angeles,132,eclipse,310724_5959,californian
134_n_la_cienega,los_angeles,133,ed_debevic_s,310659_1952,american
1121_s_western_ave,los_angeles,134,el_cholo,213734_2773,mexican
2424_main_st,santa_monica,135,gilliland_s,310392_3901,american
4_fish_17300_pacific_coast_hwy_at_sunset_blvd,pacific_palisades,136,gladstone_s,310454_3474,american
8600_beverly_blvd,los_angeles,137,hard_rock_cafe,310276_7605,american
2020_ave_of_the_stars,los_angeles,138,harry_s_bar_american_grill,310277_2333,italian
301_n_beverly_dr,los_angeles,139,il_fornaio_cucina_italiana,310550_8330,italian
10668_w_pico_blvd,los_angeles,140,jack_sprat_s_grill,310837_6662,health_food
439_n_beverly_drive,los_angeles,141,jackson_s_farm,310273_5578,californian
201_moreno_dr,los_angeles,142,jimmy_s,310552_2394,continental
9255_sunset_blvd,los_angeles,143,joss,310276_1886,asian
8783_beverly_blvd,los_angeles,144,le_colonial,310289_0660,asian
8720_sunset_blvd,los_angeles,145,le_dome,310659_6919,french
4500_los_feliz_blvd,los_angeles,146,louise_s_trattoria,213667_0777,italian
679_n_spring_st,los_angeles,147,mon_kee_seafood_restaurant,213628_6717,asian
8764_melrose_ave,los_angeles,148,morton_s,310276_5205,american
414_n_beverly_dr,los_angeles,149,nate_n_al_s,310274_0101,american
601_s_figueroa_st,los_angeles,150,nicola,213485_0927,american
1401_ocean_ave,santa_monica,151,ocean_avenue,310394_5669,american
11705_national_blvd,los_angeles,152,orleans,310479_4187,cajun
6th_st,los_angeles,153,pacific_dining_car,213483_6000,american
10001_riverside_dr,toluca_lake,154,paty_s,818761_9126,american
1448_n_gower_st,los_angeles,155,pinot_hollywood,213461_8800,californian
14928_ventura_blvd,sherman_oaks,156,posto,818784_4400,italian
362_n_camden_dr,los_angeles,157,prego,310277_7346,italian
252_n_beverly_dr,los_angeles,158,rj_s_the_rib_joint,310274_7427,american
3rd_st_promenade,santa_monica,159,remi,310393_6545,italian
111_s_san_pedro_st,los_angeles,160,restaurant_horikawa,213680_9355,asian
1514_n_gower_st,los_angeles,161,roscoe_s_house_of_chicken_n_waffles,213466_9329,american
3110_main_st,los_angeles,162,schatzi_on_main,310399_4800,continental
3rd_st,los_angeles,163,sofi,213651_0346,mediterranean
8020_beverly_blvd,los_angeles,164,swingers,213653_5858,american
7371_melrose_ave,los_angeles,165,tavola_calda,213658_6340,italian
430_n_camden_dr,los_angeles,166,the_mandarin,310859_0926,asian
7313_melrose_ave,los_angeles,167,tommy_tang_s,213937_5733,asian
3835_cross_creek_rd,los_angeles,168,tra_di_noi,310456_0169,italian
9876_wilshire_blvd,los_angeles,169,trader_vic_s,310276_6345,asian
1930_north_hillhurst_ave,los_feliz,170,vida,213660_4446,american
60_n_venice_blvd,los_angeles,171,west_beach_cafe,310823_5396,american
20_mott_st_between_bowery_and_pell_st,new_york,172,20_mott,212964_0380,asian
9_jones_st,new_york,173,9_jones_street,212989_1220,american
700_5th_ave_at_55th_st,new_york,174,adrienne,212903_3918,french
322_e_14_st_between_1st_and_2nd_aves,new_york,175,agrotikon,212473_2602,mediterranean
937_broadway_at_22nd_st,new_york,176,aja,212473_8388,american
304_e_48th_st,new_york,177,alamo,212_7590590,mexican
311_w_17th_st,new_york,178,alley_s_end,212627_8899,american
1_united_nations_plaza_at_44th_st,new_york,179,ambassador_grill,212702_5014,american
2_park_ave_at_32nd_st,new_york,180,american_place,212684_2122,american
222_e_58th_st_between_2nd_and_3rd_aves,new_york,181,anche_vivolo,212308_0112,italian
206_206_e_60th_st,new_york,182,arizona,212838_0440,american
106_w_houston_st_off_thompson_st,new_york,183,arturo_s,212677_3820,italian
200250_vesey_st_world_financial_center,new_york,184,au_mandarin,212385_0313,asian
1022_3rd_ave_between_60th_and_61st_sts,new_york,185,bar_anise,212355_1112,mediterranean
321_w_46th_st,new_york,186,barbetta,212246_9171,italian
123_w_52nd_st,new_york,187,ben_benson_s,212581_8888,american
228_8th_ave_between_21st_and_22nd_sts,new_york,188,big_cup,212206_0059,coffee_bar
948_1st_ave_between_52nd_and_53rd_sts,new_york,189,billy_s,212753_1870,american
13_1st_ave_near_1st_st,new_york,190,boca_chica,212473_0108,latin_american
1393a_2nd_ave_between_72nd_and_73rd_sts,new_york,192,boonthai,212249_8484,asian
420_e_59th_st_off_1st_ave,new_york,193,bouterin,212758_0323,french
225_varick_st_at_clarkston_st,new_york,194,brothers_barbq,212727_2775,american
240_e_58th_st,new_york,195,bruno,212688_4190,italian
25_w_40th_st_between_5th_and_6th_aves,new_york,196,bryant_park_grill_roof_restaurant_and_bp_cafe,212840_6500,american
103_waverly_pl_near_washington_sq,new_york,197,c3,212254_1200,american
111_e_22nd_st_between_park_ave_s_and_lexington_ave,new_york,198,ct,212995_8500,french
1486_2nd_ave_between_77th_and_78th_sts,new_york,199,cafe_bianco,212988_2655,coffee_bar
160_central_park_s,new_york,200,cafe_botanica,212484_5120,french
69_w_71st_st,new_york,201,cafe_la_fortuna,212724_5846,coffee_bar
200_w_70th_st,new_york,202,cafe_luxembourg,212873_7411,french
2_e_61st_st,new_york,203,cafe_pierre,212940_8185,french
200_park_ave_between_45th_st_and_vanderbilt_ave,new_york,204,cafe_centro,212818_1222,french
246_w_4th_st_at_charles_st,new_york,205,cafe_fes,212924_7653,mediterranean
81_macdougal_st_between_houston_and_bleeker_sts,new_york,206,caffe_dante,212982_5275,coffee_bar
46_greenwich_ave,new_york,207,caffe_dell_artista,212645_4431,coffee_bar
169_sullivan_st_between_houston_and_bleecker_sts,new_york,208,caffe_lure,212473_2642,french
119_macdougal_st_between_3rd_and_bleecker_sts,new_york,209,caffe_reggio,212475_9557,coffee_bar
385_broome_st_at_mulberry,new_york,210,caffe_roma,212226_8413,coffee_bar
32_jones_st_at_bleecker_st,new_york,211,caffe_vivaldi,212691_7538,coffee_bar
7_w_20th_st,new_york,212,caffe_bondi_ristorante,212691_8136,italian
451_washington_st_near_watts_st,new_york,213,capsouto_freres,212966_4900,french
860_2nd_ave_at_46th_st,new_york,214,captain_s_table,212697_9538,seafood
150_wooster_st_between_houston_and_prince_sts,new_york,215,casa_la_femme,212505_0005,middle_eastern
45_mercer_st_between_broome_and_grand_sts,new_york,216,cendrillon_asian_grill_marimba_bar,212343_9012,asian
72_macdougal_st_between_w_houston_and_bleecker_sts,new_york,217,chez_jacqueline,212505_0727,french
160_e_48th_st,new_york,218,chiam,212371_2323,asian
60_w_53rd_st,new_york,219,china_grill,212333_7788,american
120_w_51st_st,new_york,220,cite,212956_7100,french
23_e_74th_st,new_york,221,coco_pazzo,212794_0205,italian
53rd_sts,new_york,222,columbus_bakery,212421_0334,coffee_bar
1013_3rd_ave_between_60th_and_61st_sts,new_york,223,corrado_cafe,212753_5100,coffee_bar
522_9th_ave_at_39th_st,new_york,224,cupcake_cafe,212465_1530,coffee_bar
164_mulberry_st_between_grand_and_broome_sts,new_york,225,da_nico,212343_1212,italian
121_prince_st,new_york,226,dean_deluca,212254_8776,coffee_bar
341_w_broadway_near_grand_st,new_york,227,diva,212941_9024,italian
181_w_10th_st,new_york,228,dix_et_sept,212645_8023,french
633_3rd_ave_at_40th_st,new_york,229,docks,212_9868080,seafood
157_duane_st_between_w_broadway_and_hudson_st,new_york,230,duane_park_cafe,212732_5555,american
219_w_broadway_between_franklin_and_white_sts,new_york,231,el_teddy_s,212941_7070,mexican
1325_5th_ave_at_111th_st,new_york,232,em_ily_s,212996_1212,american
6_e_32nd_st,new_york,233,em_pire_korea,212725_1333,asian
2150_broadway_between_75th_and_76th_sts,new_york,234,ernie_s,212496_1588,american
1288_1st_ave_at_69th_st,new_york,235,evergreen_cafe,212744_3266,asian
39_desbrosses_st_near_west_st,new_york,236,f_ille_ponte_ristorante,212226_4621,italian
340_w_broadway_at_grand_st,new_york,237,felix,212431_0021,french
29_e_65th_st,new_york,238,ferrier,212772_9000,french
57_e_57th_st,new_york,239,fifty_seven_fifty_seven,212758_5757,american
635_9th_ave_between_44th_and_45th_sts,new_york,240,film_center_cafe,212_2622525,american
1900_broadway_between_63rd_and_64th_sts,new_york,241,fiorello_s_roman_cafe,212595_5330,italian
522_columbus_ave_between_85th_and_86th_sts,new_york,242,firehouse,212595_3139,american
87_1st_ave_between_5th_and_6th_sts,new_york,243,first,212674_3823,american
73_w_71st_st,new_york,244,fishin_eddie,212874_3474,seafood
348_e_62nd_st,new_york,245,fleur_de_jour,212355_2020,coffee_bar
21_west_17th_st_between_5th_and_6th_aves,new_york,246,flowers,212691_8888,american
6_w_24th_st,new_york,247,follonico,212691_6359,italian
54_pearl_st_at_broad_st,new_york,248,fraunces_tavern,212269_0144,american
458_6th_ave_at_11th_st,new_york,249,french_roast,212533_2233,french
2340_broadway_at_85th_st,new_york,250,french_roast_cafe,212799_1533,coffee_bar
402_w_43rd_st_off_9th_ave,new_york,251,frico_bar,212564_7272,italian
467_columbus_ave_between_82nd_and_83rd_sts,new_york,252,fujiyama_mama,212769_1144,asian
685_amsterdam_ave_at_93rd_st,new_york,253,gabriela_s,212961_0574,mexican
228_w_52nd_st,new_york,254,gallagher_s,212245_5336,american
15_fulton_st,new_york,255,gianni_s,212608_7300,seafood
208_e_58th_st_between_2nd_and_3rd_aves,new_york,256,girafe,212752_3054,italian
33_93_2nd_ave_between_5th_and_6th_sts,new_york,257,global,212477_8427,american
18_e_broadway_at_catherine_st,new_york,258,golden_unicorn,212_9410911,asian
228_thompson_st_between_w_3rd_and_bleecker_sts,new_york,259,grand_ticino,212777_5922,italian
151_w_54th_st_in_the_rihga_royal_hotel,new_york,260,halcyon,212468_8888,american
221_w_57th_st,new_york,261,hard_rock_cafe,212489_6565,american
1340_1st_ave_at_72nd_st,new_york,262,hilife_restaurant_and_lounge,212249_3600,american
20_cornelia_st_between_bleecker_and_w_4th_st,new_york,263,home,212243_9579,american
4_world_financial_center,new_york,264,hudson_river_club,212786_1500,american
122_e_27th_st_between_lexington_and_park_aves,new_york,265,i_trulli,212481_7372,italian
125_mulberry_st_between_canal_and_hester_sts,new_york,266,il_cortile,212226_6060,italian
492_broome_st_near_w_broadway,new_york,268,inca_grill,212966_3371,latin_american
430_lafayette_st_between_4th_st_and_astor_pl,new_york,269,indochine,212505_5111,asian
82_e_3rd_st_between_1st_and_2nd_aves,new_york,270,internet_cafe,212_6140747,coffee_bar
13_w_46th_st,new_york,271,ipanema,212730_5848,latin_american
68_w_58th_st,new_york,272,jean_lafitte,212751_2323,french
15_w_44th_st,new_york,273,jewel_of_india,212869_5544,asian
219_e_44th_st_between_2nd_and_3rd_aves,new_york,274,jimmy_sung_s,212682_5678,asian
326_w_46th_st,new_york,275,joe_allen,212581_6464,american
152_w_52nd_st,new_york,276,judson_grill,212582_5252,american
227_e_67th_st,new_york,277,l_absinthe,212794_4950,french
1191_1st_ave_between_64th_and_65th_sts,new_york,278,l_auberge,212288_8791,middle_eastern
310_w_4th_st_between_w_12th_and_bank_sts,new_york,279,l_auberge_du_midi,212242_4705,french
432_lafayette_st_near_astor_pl,new_york,280,l_udo,212388_0978,french
4_w_49th_st,new_york,281,la_reserve,212247_2993,french
168_1st_ave_between_10th_and_11th_sts,new_york,282,lanza_restaurant,212674_7014,italian
361_w_46th_st,new_york,283,lattanzi_ristorante,212315_0980,italian
211_w_broadway_at_franklin_st,new_york,284,layla,212431_0700,middle_eastern
106_e_57th_st,new_york,285,le_chantilly,212751_2931,french
149_e_57th_st,new_york,286,le_colonial,212_7520808,asian
50_macdougal_st_between_houston_and_prince_sts,new_york,287,le_gamin,212254_4678,coffee_bar
25_cleveland_pl_near_spring_st,new_york,288,le_jardin,212343_9599,french
168_w_18th_st,new_york,289,le_madri,212727_8022,italian
150_w_46th_st,new_york,290,le_marais,212869_0900,american
405_e_52nd_st,new_york,291,le_perigord,212755_6244,french
507_columbus_ave_between_84th_and_85th_sts,new_york,292,le_select,212875_1993,american
411_park_ave_s_between_28th_and_29th_sts,new_york,293,les_halles,212679_4111,french
51_w_64th_st,new_york,294,lincoln_tavern,212721_8271,american
30_west_22nd_st_between_5th_and_6th_ave,new_york,295,lola,212675_6700,american
59_grand_st_between_wooster_st_and_w_broadway,new_york,296,lucky_strike,212941_0479,or_212941_0772_american
2182_broadway_between_77th_and_78th_sts,new_york,297,mad_fish,212787_0202,seafood
446_columbus_ave_between_81st_and_82nd_sts,new_york,298,main_street,212873_5025,american
800_9th_ave_at_53rd_st,new_york,299,mangia_e_bevi,212956_3976,italian
1161_1st_ave_between_63rd_and_64th_sts,new_york,300,manhattan_cafe,212888_6556,american
325_e_14th_st_between_1st_and_2nd_aves,new_york,301,manila_garden,212777_6314,asian
342_e_46th_st_between_1st_and_2nd_aves,new_york,302,marichu,212370_1866,french
15_e_12th_st_between_5th_ave_and_university_pl,new_york,303,marquet_patisserie,212229_9313,coffee_bar
160_mercer_st_between_houston_and_prince_sts,new_york,304,match,212906_9173,american
1030_3rd_ave_at_61st_st,new_york,305,matthew_s,212838_4343,american
46_e_29th_st,new_york,306,mavalli_palace,212679_5535,asian
120_w_23rd_st,new_york,307,milan_cafe_and_coffee_bar,212807_1801,coffee_bar
60_e_54th_st,new_york,308,monkey_bar,212838_2600,american
1134_1st_ave_between_62nd_and_63rd_sts,new_york,309,montien,212421_4433,asian
551_5th_ave_at_45th_st,new_york,310,morton_s,212972_3315,american
104_w_57th_st_near_6th_ave,new_york,311,motown_cafe,212581_8030,american
32_w_32nd_st,new_york,312,new_york_kom_tang_soot_bul_house,212_9478482,asian
28_12_bowery_at_bayard_st,new_york,313,new_york_noodletown,212349_0923,asian
2_w_19th_st,new_york,314,newsbar,212255_3996,coffee_bar
145_w_broadway_at_thomas_st,new_york,315,odeon,212233_0507,american
322_w_46th_st,new_york,316,orso,212489_7212,italian
142_w_44th_st,new_york,317,osteria_al_droge,212944_3643,italian
68_e_56th_st,new_york,318,otabe,212223_7575,asian
138_lafayette_st_between_canal_and_howard_sts,new_york,319,pacifica,212941_4168,asian
151_w_51st_st,new_york,320,palio,212245_4850,italian
1065_1st_ave_at_58th_st,new_york,321,pamir,212644_9258,middle_eastern
24_e_81st_st,new_york,322,parioli_romanissimo,212288_2391,italian
250_park_ave_s_at_20th_st,new_york,323,patria,212777_6211,latin_american
301_park_ave_between_49th_and_50th_sts,new_york,324,peacock_alley,212872_4895,french
205_e_45th_st,new_york,325,pen_pencil,212682_8660,american
109_spring_st_between_greene_and_mercer_sts,new_york,326,penang_soho,212274_8883,asian
1423_2nd_ave_between_74th_and_75th_sts,new_york,327,persepolis,212535_1100,middle_eastern
140_w_57th_st,new_york,328,planet_hollywood,212333_7827,american
371_w_46th_st_off_9th_ave,new_york,329,pomaire,212_9563055,latin_american
551_amsterdam_ave_between_86th_and_87th_sts,new_york,330,popover_cafe,212595_8555,american
28_e_63rd_st,new_york,331,post_house,212935_2888,american
100_w_82nd_st,new_york,332,rain,212501_0776,asian
439_e_75th_st,new_york,333,red_tulip,212734_4893,eastern_european
37a_union_sq_w_between_16th_and_17th_sts,new_york,335,republic,212627_7172,asian
126_e_7th_st_between_1st_ave_and_ave_a,new_york,336,roettelle_a_g,212674_4140,continental
1063_1st_ave_at_58th_st,new_york,337,rosa_mexicano,212753_7407,mexican
148_w_51st_st,new_york,338,ruth_s_chris,212245_9600,american
133_mulberry_st_between_hester_and_grand_sts,new_york,339,spqr,212925_3120,italian
55_irving_pl,new_york,340,sal_anthony_s,212982_9030,italian
157_chrystie_st_at_delancey_st,new_york,341,sammy_s_roumanian_steak_house,212673_0330,east_european
18_e_54th_st,new_york,342,san_pietro,212753_9015,italian
1000_madison_ave_between_77th_and_78th_sts,new_york,343,sant_ambroeus,212570_2211,coffee_bar
423_amsterdam_ave_between_80th_and_81st_sts,new_york,344,sarabeth_s_kitchen,212496_6280,american
19_w_49th_st,new_york,345,sea_grill,212332_7610,seafood
3_225_e_60th_st,new_york,346,serendipity,212838_3531,american
643_park_ave_at_66th_st,new_york,347,seventh_regiment_mess_and_bar,212744_4107,american
58_w_65th_st,new_york,348,sfuzzi,212873_3700,american
57_w_48th_st,new_york,349,shaan,212_9778400,asian
1022_madison_ave_near_79th_st,new_york,350,sofia_fabulous_pizza,212734_2676,italian
62_spring_st_at_lafayette_st,new_york,351,spring_street_natural_restaurant_bar,212966_0290,american
834_7th_ave_between_53rd_and_54th_sts,new_york,352,stage_deli,212245_7850,delicatessen
428_amsterdam_ave_between_80th_and_81st_sts,new_york,353,stingray,212501_7515,seafood
76_mott_st_at_canal_st,new_york,354,sweet_n_tart_cafe,212334_8088,asian
143_mercer_st_at_prince_st,new_york,355,t_salon,212925_3700,coffee_bar
65_w_55th_st,new_york,356,tang_pavillion,212956_6888,asian
950_8th_ave_at_56th_st,new_york,357,tapika,212_3973737,american
103_1st_ave_between_6th_and_7th_sts,new_york,358,teresa_s,212228_0604,east_european
400_w_119th_st_between_amsterdam_and_morningside_aves,new_york,359,terrace,212666_9490,continental
350_9th_ave_at_49th_st,new_york,360,the_coffee_pot,212265_3566,coffee_bar
2420_broadway_at_89th_st,new_york,361,the_savannah_club,212496_1066,american
900_7th_ave_between_56th_and_57th_sts,new_york,362,trattoria_dell_arte,212245_9800,italian
345_e_83rd_st,new_york,363,triangolo,212472_4488,italian
375_greenwich_st_near_franklin_st,new_york,364,tribeca_grill,212941_3900,american
154_e_79th_st_between_lexington_and_3rd_aves,new_york,365,trois_jean,212988_4858,coffee_bar
34_e_51st_st,new_york,366,tse_yang,212688_5447,asian
386_3rd_ave_between_27th_and_28th_sts,new_york,367,turkish_kitchen,212679_1810,middle_eastern
222_w_79th_st,new_york,368,two_two_two,212799_0400,american
342_e_11th_st_near_1st_ave,new_york,369,veniero_s_pasticceria,212674_7264,coffee_bar
54_irving_pl_at_17th_st,new_york,370,verbena,212260_5454,american
52_236_w_52nd_st,new_york,371,victor_s_cafe,212586_7714,latin_american
70_w_68th_st,new_york,372,vince_eddie_s,212721_0068,american
200_e_54th_st,new_york,373,vong,212486_9592,american
500_e_30th_st,new_york,374,water_club,212683_3333,american
63rd_street_steakhouse_44_w_63rd_st,new_york,375,west,212246_6363,american
174_1st_ave_between_10th_and_11th_sts,new_york,376,xunta,212614_0620,mediterranean
34_union_sq_e_at_16th_st,new_york,377,zen_palate,212614_9291,and_212614_9345_asian
