0_abv,0_beer_name,0_brew_factory_name,0_style,1_abv,1_beer_name,1_brew_factory_name,1_style
4.8,austin_amber_ale,independence_brewing_co,american_amber_red_ale,,,,
6.0,shark_bite_red_ale,port_brewing,american_amber_red_ale,,,,
5.2,black_dog_ale,spanish_peaks_brewing_co,american_amber_red_ale,,,,
9.0,red_god,cambridge_brewing_company,american_amber_red_ale,,,,
5.5,jumping_cow_amber_ale,steinhaus_brewing_co,american_amber_red_ale,,,,
6.1,native_amber,coop_ale_works,american_amber_red_ale,,,,
5.8,the_unforgiven_amber_ale,rush_river_brewing_company,american_amber_red_ale,,,,
5.2,henry_weinhard_s_redwood_flats_amber_ale,blitzweinhard_brewing_co,american_amber_red_ale,,,,
5.2,bear_naked_ale,adirondack_pub_brewery,american_amber_red_ale,,,,
,new_holland_red_tulip_ale,new_holland_brewing_company,american_amber_red_ale,,,,
12.0,rexx,clown_shoes,american_amber_red_ale,,,,
5.0,north_peak_siren_amber,north_peak_brewing_company,american_amber_red_ale,,,,
5.3,amber_ale,grand_teton_brewing_co,american_amber_red_ale,,,,
5.0,rusty_chain,flying_bison_brewing_company,american_amber_red_ale,,,,
8.2,train_wreck_ale,mountain_town_brewing_co,american_amber_red_ale,,,,
5.2,wachusett_octoberfest_ale,wachusett_brewing_company,american_amber_red_ale,,,,
8.6,double_dread_imperial_red_ale,mad_river_brewing_company,american_amber_red_ale,,,,
5.4,rustic_ale,lost_nation_brewing,american_amber_red_ale,,,,
8.5,the_libertine,fulton_beer,american_amber_red_ale,,,,
8.3,aorta_ale_double_red_ale,short_s_brewing_company,american_amber_red_ale,,,,
4.8,finnegans_irish_amber,finnegans_inc,american_amber_red_ale,,,,
5.0,rowhouse_red,philadelphia_brewing_company,american_amber_red_ale,,,,
9.5,peak_organic_king_crimson,peak_organic_brewing_company,american_amber_red_ale,,,,
4.8,louie_s_demise,milwaukee_ale_house,american_amber_red_ale,,,,
5.5,west_sixth_amber,west_sixth_brewing_company,american_amber_red_ale,,,,
6.0,happy_amber,madtree_brewing,american_amber_red_ale,,,,
6.8,thomas_creek_appalachian_amber_ale,thomas_creek_brewery,american_amber_red_ale,,,,
5.5,cape_cod_red,cape_cod_beer,american_amber_red_ale,,,,
5.6,bucolia,bissell_brothers_brewing_co,american_amber_red_ale,,,,
4.4,runabout_red_ale,sebago_brewing_company,american_amber_red_ale,,,,
9.0,sam_vs_unicorn,pipeworks_brewing_company,american_amber_red_ale,,,,
5.0,red_marker_ale,alewerks_brewing_company,american_amber_red_ale,,,,
5.2,sierra_blanca_roswell_alien_amber,sierra_blanca_brewing_company_rio_grande,american_amber_red_ale,,,,
5.8,rise_up_red,hopworks_urban_brewery,american_amber_red_ale,,,,
5.7,peak_organic_fall_summit_ale,peak_organic_brewing_company,american_amber_red_ale,,,,
9.5,ard_ri,upland_brewing_company,american_amber_red_ale,,,,
6.1,ridgeback_ale,no_label_brewing_company,american_amber_red_ale,,,,
8.2,betrayal_imperial_red,speakeasy_ales_lagers,american_amber_red_ale,,,,
6.5,bromigo_smoked_maple_amber,three_heads_brewing,american_amber_red_ale,,,,
5.8,great_lakes_rally_drum_red_ale,great_lakes_brewing_co,american_amber_red_ale,,,,
6.1,free_range_red,laurelwood_public_house_brewery,american_amber_red_ale,,,,
6.5,bitto_honey,prism_brewing_company,american_amber_red_ale,,,,
5.9,buffalo_bayou_1836,buffalo_bayou_brewing_co,american_amber_red_ale,,,,
5.2,rail_yard_ale,wynkoop_brewing_company,american_amber_red_ale,,,,
5.2,deveiled,magic_hat_brewing_company,american_amber_red_ale,,,,
6.0,red_rock_amber_ale,opaopa_steakhouse_brewery,american_amber_red_ale,,,,
10.2,carrack,mission_brewery,american_amber_red_ale,,,,
5.7,hoppy_red,boston_beer_company_samuel_adams,american_amber_red_ale,,,,
5.8,allin_amber,full_pint_brewing_company,american_amber_red_ale,,,,
7.7,imperial_red_ale,epic_brewing_company,american_amber_red_ale,,,,
8.0,the_imperial_texan,martin_house_brewing_company,american_amber_red_ale,,,,
4.5,perfect_tin_amber,tin_roof_brewing_company,american_amber_red_ale,,,,
6.8,thirsty_goat_amber,thirsty_planet_brewing_company,american_amber_red_ale,,,,
6.7,goose_autumn_ale,goose_island_beer_co,american_amber_red_ale,,,,
4.9,peak_organic_amber_ale,peak_organic_brewing_company,american_amber_red_ale,,,,
5.8,red_rambler_ale,peace_tree_brewing_co,american_amber_red_ale,,,,
8.0,6th_anniversary_ale_dirty_hippie_imperial_red_ale,kern_river_brewing_company,american_amber_red_ale,,,,
5.1,red_jacket_amber_ale,keweenaw_brewing_company,american_amber_red_ale,,,,
8.2,red_giant,element_brewing_company,american_amber_red_ale,,,,
5.8,hello_my_name_is_amber,flat_12_bierwerks,american_amber_red_ale,,,,
9.2,dank_imperial_red,oso_brewing_company_tap_house,american_amber_red_ale,,,,
4.8,sundance_amber_ale,boulder_beer_wilderness_pub,american_amber_red_ale,,,,
8.5,smuttynose_kindest_find_imperial_red_ale,smuttynose_brewing_company,american_amber_red_ale,,,,
4.5,buffalo_butt,rahr_sons_brewing_company,american_amber_red_ale,,,,
6.0,counter_culture,flying_dog_brewery,american_amber_red_ale,,,,
6.5,el_rojo_red_ale,griffin_claw_brewing_company,american_amber_red_ale,,,,
7.3,ma,tree_house_brewing_company,american_amber_red_ale,,,,
7.0,elector_imperial_red_ale,new_albanian_brewing_company_pizzeria_and_public_house,american_amber_red_ale,,,,
7.0,peak_organic_the_maple_collaboration,peak_organic_brewing_company,american_amber_red_ale,,,,
5.5,fish_tale_amber_ale,fish_brewing_company_fishbowl_brewpub,american_amber_red_ale,,,,
5.0,red_mo_ale,otto_s_pub_and_brewery,american_amber_red_ale,,,,
7.0,diablo_rojo,boneyard_beer_company,american_amber_red_ale,,,,
,rollin_dirty_red_ale,cigar_city_brewing,american_amber_red_ale,,,,
5.5,indiana_amber,oaken_barrel_brewing_company,american_amber_red_ale,,,,
5.6,switchback_roasted_red_ale,switchback_brewing_company,american_amber_red_ale,,,,
5.0,impey_barbicane_s_moongun,cigar_city_brewing,american_amber_red_ale,,,,
5.5,epicenter_amber,santan_brewing_co,american_amber_red_ale,,,,
5.0,thirsty_beaver_amber_ale,tree_brewing,american_amber_red_ale,,,,
5.6,rock_bottom_red_ale,rock_bottom_restaurant_brewery,american_amber_red_ale,,,,
7.2,tyranny_hoppy_red_ale,wicked_weed_brewing,american_amber_red_ale,,,,
5.0,auburn_ale,cameron_s_brewing_co,american_amber_red_ale,,,,
6.0,rusty_red,oso_brewing_company_tap_house,american_amber_red_ale,,,,
10.2,louie_s_resurrection,milwaukee_brewing_company,american_amber_red_ale,,,,
6.0,simcoe_samurye,al_s_of_hampden_pizza_boy_brewing,american_amber_red_ale,,,,
4.5,griffon_red_ale,mcauslan_brewing,american_amber_red_ale,,,,
6.0,boont_barl_bourbon_barrel_amber_ale,anderson_valley_brewing_company,american_amber_red_ale,,,,
5.2,war_of_1812_ale,sackets_harbor_brewing_co,american_amber_red_ale,,,,
5.0,amsterdam_big_wheel_deluxe_amber,amsterdam_brewing_company,american_amber_red_ale,,,,
5.4,valor_ale,14th_star_brewing_co,american_amber_red_ale,,,,
5.8,northern_hawk_owl,right_brain_brewery,american_amber_red_ale,,,,
7.0,narragansett_lovecraft_series_honey_ale,narragansett_brewing_co,american_amber_red_ale,,,,
5.4,odin_s_gift,odin_brewing_company,american_amber_red_ale,,,,
5.1,scuttlebutt_amber,scuttlebutt_brewing_company,american_amber_red_ale,,,,
5.5,kona_brown,perrin_brewery,american_amber_red_ale,,,,
7.0,sabretoothed_squirrel,smog_city_brewing,american_amber_red_ale,,,,
5.7,shakparo_firebrewed_african_styleale,sprecher_brewing_company,american_amber_red_ale,,,,
5.5,sleeman_original_dark_50,sleeman_breweries_ltd,american_amber_red_ale,,,,
5.3,offshore_amber_ale,offshore_ale_company,american_amber_red_ale,,,,
5.6,hop_buggy,lancaster_brewing_company,american_amber_red_ale,,,,
5.6,mcneill_s_firehouse_amber_ale,mcneill_s_brewery,american_amber_red_ale,,,,
8.0,mississippi_fire_ant,southern_prohibition_brewing,american_amber_red_ale,,,,
8.0,rude_boy,burley_oak_brewery,american_amber_red_ale,,,,
5.6,rad_red_amber_ale,upland_brewing_company,american_amber_red_ale,,,,
5.0,rebel_kent_the_first,3_sheeps_brewing,american_amber_red_ale,,,,
8.0,hoppocalypse,apocalypse_ale_works,american_amber_red_ale,,,,
5.1,misfit_red,duclaw_brewing_company,american_amber_red_ale,,,,
8.5,red_cockaded_ale,southern_star_brewing_company,american_amber_red_ale,,,,
8.0,rapscallion_blessing,rapscallion,american_amber_red_ale,,,,
4.0,wasatch_evolution_amber_ale,utah_brewers_cooperative,american_amber_red_ale,,,,
6.0,dean_pacific_northwest_mahogany_ale,singlecut_beersmiths,american_amber_red_ale,,,,
5.6,lavaman_red_ale,kona_brewing_co,american_amber_red_ale,,,,
5.0,bor_ale_rousse,brasseurs_du_nord_inc,american_amber_red_ale,,,,
6.9,ipswich_harvest_ale,ipswich_ale_brewery,american_amber_red_ale,,,,
5.4,saluki_dunkeldog,big_muddy_brewing,american_amber_red_ale,,,,
6.0,windvane,bad_weather_brewing_company,american_amber_red_ale,,,,
5.0,nimbus_rillito_red_ale,nimbus_brewing_company,american_amber_red_ale,,,,
4.9,cambridge_amber,cambridge_brewing_company,american_amber_red_ale,,,,
7.5,ultra_high_frequency,solemn_oath_brewery,american_amber_red_ale,,,,
4.6,hale_s_red_menace_big_amber,hale_s_ales_brewery_pub,american_amber_red_ale,,,,
5.0,ramble_on_red,noda_brewing_company,american_amber_red_ale,,,,
5.0,spark_house_red_ale,lake_of_bays_brewing_company,american_amber_red_ale,,,,
7.0,expedition_ale,drake_s_brewing_co,american_amber_red_ale,,,,
5.0,mass_transit_ale,bristol_brewing_company,american_amber_red_ale,,,,
5.0,american_ale,thimble_island_brewing_company,american_amber_red_ale,,,,
6.0,wavemaker_amber_ale,big_storm_brewing_company,american_amber_red_ale,,,,
5.8,rye_d_piper,ale_industries,american_amber_red_ale,,,,
4.7,plowman_s_ale,grand_river_brewing,american_amber_red_ale,,,,
5.2,lighthouse_ale,fire_island_beer_company,american_amber_red_ale,,,,
5.6,scarlet_fire,tighthead_brewing_company,american_amber_red_ale,,,,
6.0,ridgetop_red,silver_city_brewing_co,american_amber_red_ale,,,,
5.4,red_rose_amber_ale,baird_brewing_company_fishmarket_taproom,american_amber_red_ale,,,,
5.8,carlsbad_chronic,pizza_port_solana_beach,american_amber_red_ale,,,,
8.0,mccarthy_s_bane,knee_deep_brewing_company,american_amber_red_ale,,,,
9.0,kroovy,rushing_duck_brewing_company,american_amber_red_ale,,,,
8.5,tyrant_double_red,wicked_weed_brewing,american_amber_red_ale,,,,
5.0,back_east_ale,back_east_brewing_company,american_amber_red_ale,,,,
7.5,duce,lucid_brewing,american_amber_red_ale,,,,
5.3,common_sense,upstate_brewing_company,american_amber_red_ale,,,,
,panama_limited_red_ale,flossmoor_station_restaurant_brewery,american_amber_red_ale,,,,
4.8,louie_s_demise_immortale,milwaukee_brewing_company,american_amber_red_ale,,,,
,red_fox_amber_ale,rogue_ales,american_amber_red_ale,,,,
5.4,sunset_amber_ale,grand_canyon_brewing_company,american_amber_red_ale,,,,
5.3,el_toro_poppy_jasper,el_toro_brewing_co,american_amber_red_ale,,,,
6.6,redemption_red_ale,reaperale,american_amber_red_ale,,,,
5.6,block_party,karben4_brewing,american_amber_red_ale,,,,
8.2,bone_warmer_imperial_amber_ale,grand_teton_brewing_co,american_amber_red_ale,,,,
5.6,1881_sacramento,ruhstaller,american_amber_red_ale,,,,
5.5,red_nun_red_ale,oconnor_brewing_co,american_amber_red_ale,,,,
7.0,homework_series_1_hoppy_red_ale,ballast_point_brewing_company,american_amber_red_ale,,,,
4.5,real_mccoy_amber_ale,mammoth_brewing_company,american_amber_red_ale,,,,
5.0,carnie_fire,coast_brewing_company,american_amber_red_ale,,,,
5.8,squatters_big_cottonwood,utah_brewers_cooperative,american_amber_red_ale,,,,
9.0,remnant_of_dragon,greenbush_brewing_company,american_amber_red_ale,,,,
5.6,saranac_amber_ale,matt_brewing_company_saranac_brewery,american_amber_red_ale,,,,
5.7,mcneill_s_ruby_ale,mcneill_s_brewery,american_amber_red_ale,,,,
5.5,oak_creek_amber_ale,oak_creek_brewery_and_grill,american_amber_red_ale,,,,
,dark_horse_rod,dark_horse_brewing_company,american_amber_red_ale,,,,
6.0,struise_rosse,de_struise_brouwers,american_amber_red_ale,,,,
5.4,bulldog_amber_ale,half_pints_brewing_company,american_amber_red_ale,,,,
9.5,man_vs_internet,solemn_oath_brewery,american_amber_red_ale,,,,
6.7,frankenmuth_christmas_town_ale,frankenmuth_brewery,american_amber_red_ale,,,,
5.5,empire_amber_ale,empire_brewing_company,american_amber_red_ale,,,,
6.0,great_lakes_independence_ale,great_lakes_brewing_co,american_amber_red_ale,,,,
8.2,lavery_imperial_red_ale,lavery_brewing_company,american_amber_red_ale,,,,
5.9,exile_red,evolution_craft_brewing_company,american_amber_red_ale,,,,
4.6,flying_monkey_amber_ale,flying_monkey_brewing_company,american_amber_red_ale,,,,
5.2,boston_red,boston_beer_works_canal_street,american_amber_red_ale,,,,
6.5,revival_red_ale,marshall_brewing_company,american_amber_red_ale,,,,
,drop_kick_ale,weston_brewing_company_omalley_s_pub,american_amber_red_ale,,,,
5.4,oakshire_amber,oakshire_brewing,american_amber_red_ale,,,,
6.0,dock_street_philadelphia_amber,dock_street_brewery_restaurant,american_amber_red_ale,,,,
4.9,arbor_brewing_red_snapper_special_bitter,arbor_brewing_company,american_amber_red_ale,,,,
6.0,boohai_red_ale,crazy_mountain_brewing_company,american_amber_red_ale,,,,
7.5,ro_shampo_imperial_red_ale,figure_8_brewing,american_amber_red_ale,,,,
5.6,tornado_alley_amber_ale,charleville_vineyard_microbrewery,american_amber_red_ale,,,,
6.2,el_centro,cigar_city_brewing,american_amber_red_ale,,,,
5.5,reclaimed_rye,creature_comforts,american_amber_red_ale,,,,
4.4,bed_and_breakfast,brouwerij_de_molen,american_amber_red_ale,,,,
4.5,rj_king_wingwalker_amber_ale,world_brews,american_amber_red_ale,,,,
6.0,rat_tail_ale,cellar_rats_brewery,american_amber_red_ale,,,,
6.8,fred_red_ale,blue_gray_brewing_co,american_amber_red_ale,,,,
7.0,tall_poppy,8_wired_brewing_co,american_amber_red_ale,,,,
5.3,twisted_pine_amber_ale,twisted_pine_brewing_company,american_amber_red_ale,,,,
6.0,dad,rhinegeist_brewery,american_amber_red_ale,,,,
7.3,bj_s_jeremiah_red,bj_s_restaurant_brewhouse,american_amber_red_ale,,,,
5.5,yukon_red_amber_ale_arctic_red,yukon_brewing_company,american_amber_red_ale,,,,
5.2,sequoia_red,kern_river_brewing_company,american_amber_red_ale,,,,
6.1,ruby_red_american_ale,fat_bottom_brewing,american_amber_red_ale,,,,
5.2,race_rocks_ale,lighthouse_brewing_company,american_amber_red_ale,,,,
8.3,sciaenhops,swamp_head_brewery,american_amber_red_ale,,,,
6.0,freetail_ale,freetail_brewing_company,american_amber_red_ale,,,,
4.5,cable_car_small_batch_amber_ale,world_brews,american_amber_red_ale,,,,
,rogue_farms_chipotle_ale,rogue_ales,american_amber_red_ale,,,,
5.5,misdemeanor,jailhouse_brewing_company,american_amber_red_ale,,,,
4.9,killians_irish_red,coors_brewing_company,american_amber_red_ale,,,,
4.8,fall_festivus,cricket_hill_brewing_co,american_amber_red_ale,,,,
6.0,axe_scar_pig,solemn_oath_brewery,american_amber_red_ale,,,,
6.1,hoppy_face_amber_ale,hoppy_brewing_co,american_amber_red_ale,,,,
4.6,tall_ship_amber_ale,garrison_brewing_company,american_amber_red_ale,,,,
5.8,liquid_mistress,siren_craft_brew,american_amber_red_ale,,,,
5.3,pike_pale_heirloom_amber_ale,the_pike_brewing_company,american_amber_red_ale,,,,
5.3,moosehead_boundary_ale,moosehead_breweries_ltd,american_amber_red_ale,,,,
5.2,almost_heaven_amber_ale,mountain_state_brewing_co,american_amber_red_ale,,,,
5.5,ruddy_rye,the_brew_kettle_taproom_smokehouse_production_works,american_amber_red_ale,,,,
5.5,death_becomes_you,los_muertos_brewing,american_amber_red_ale,,,,
6.5,nero_s_apecchio_red_ale,amarcord_birra_artigianale_italiana,american_amber_red_ale,,,,
8.0,looping_owl,right_brain_brewery,american_amber_red_ale,,,,
7.0,double_rainbow_ale,iron_horse_brewery,american_amber_red_ale,,,,
6.2,proletariat_red,lompoc_tavern,american_amber_red_ale,,,,
6.7,autumn_ale,goose_island_beer_co,american_amber_red_ale,,,,
7.1,rocco_red_ale,bootlegger_s_brewery,american_amber_red_ale,,,,
5.5,fire_chief_s_red_ale,pump_house_brewery,american_amber_red_ale,,,,
7.5,1901_red_ale,bold_city_brewery,american_amber_red_ale,,,,
5.8,cow_catcher_red_ale,mountain_town_brewing_co,american_amber_red_ale,,,,
5.0,barkeater_amber_ale,lake_placid_craft_brewing_company,american_amber_red_ale,,,,
5.6,stony_face_red_ale,hoppy_brewing_co,american_amber_red_ale,,,,
6.5,bulkhead_red,barrier_brewing_company,american_amber_red_ale,,,,
5.6,american_hero,liquid_hero_brewery,american_amber_red_ale,,,,
5.5,minhas_swiss_style_amber,minhas_craft_brewery,american_amber_red_ale,,,,
6.0,red_felt_ale,goose_island_beer_co,american_amber_red_ale,,,,
,ghost_river_riverbank_red,ghost_river_brewing,american_amber_red_ale,,,,
5.6,common_ground,the_fort_collins_brewery,american_amber_red_ale,,,,
5.5,rathskeller_amber_ale,gray_s_brewing_company,american_amber_red_ale,,,,
5.4,riptide_amber,pensacola_bay_brewery,american_amber_red_ale,,,,
8.3,atomic_raygun,spring_house_brewing_company,american_amber_red_ale,,,,
4.0,yakima_red,meantime_brewing_company_limited,american_amber_red_ale,,,,
5.4,copperline_amber_ale,carolina_brewery,american_amber_red_ale,,,,
6.0,moustache_ride,flat_12_bierwerks,american_amber_red_ale,,,,
5.6,men_s_room_original_red,elysian_brewing_company,american_amber_red_ale,,,,
5.3,magnificent_amber,triton_brewing_company,american_amber_red_ale,,,,
