beer_name,brew_factory_name,style,abv
redoric_beer_camp_65_best_of_beer_camp_imperial_red_ale,sierra_nevada_brewing_co,american_amber_red_ale,8.0
redhook_copperhook,redhook_ale_brewery,american_amber_red_ale,5.8
duckrabbit_amber_ale,the_duckrabbit_craft_brewery,american_amber_red_ale,5.5
samuel_adams_mighty_oak_ale,boston_beer_company_samuel_adams,american_amber_red_ale,5.7
believer,ninkasi_brewing_company,american_amber_red_ale,6.9
mermaids_s_red_ale,coronado_brewing_company,american_amber_red_ale,5.7
jamaican_red_ale,mad_river_brewing_company,american_amber_red_ale,6.5
fistmas,revolution_brewing_company,american_amber_red_ale,6.1
saint_arnould_amber_ale,saint_arnold_brewing_company,american_amber_red_ale,5.5
pursuit_of_happiness,grand_teton_brewing_co,american_amber_red_ale,8.5
morning_wood,local_option,american_amber_red_ale,7.3
blue_moon_valencia_amber_ale,coors_brewing_company,american_amber_red_ale,5.9
snowshoe_red_ale,new_glarus_brewing_company,american_amber_red_ale,5.7
blood_of_the_unicorn,pipeworks_brewing_company,american_amber_red_ale,6.5
ale_smith_evil_dead_red,ale_smith_brewing_company,american_amber_red_ale,6.7
new_holland_sundog_amber_ale,new_holland_brewing_company,american_amber_red_ale,5.2
cinder_cone_red,deschutes_brewery,american_amber_red_ale,5.3
dark_horse_amber_ale,dark_horse_brewing_company,american_amber_red_ale,5.5
laughing_skull_amber_ale,red_brick_brewing_company,american_amber_red_ale,5.7
drop_top_amber,widmer_brothers_brewing_company,american_amber_red_ale,5.0
hoppus_maximus,thirsty_dog_brewing_company,american_amber_red_ale,5.9
fascist_pig_ale,finch_s_beer_co,american_amber_red_ale,8.0
blood_shot_beer_camp_95,sierra_nevada_brewing_co,american_amber_red_ale,8.5
evil_twin_hop_flood,evil_twin_brewing,american_amber_red_ale,7.0
key_west_sunset_ale,florida_beer_company,american_amber_red_ale,4.8
alleycat_amber,lost_coast_brewery_and_cafe,american_amber_red_ale,5.5
african_amber,mac_and_jack_s_brewery,american_amber_red_ale,5.2
odell_levity_amber_ale,odell_brewing_company,american_amber_red_ale,5.0
big_red_coq,brewery_vivant,american_amber_red_ale,6.5
blue_point_winter_ale,blue_point_brewing_company,american_amber_red_ale,7.0
red_fish,flying_fish_brewing_company,american_amber_red_ale,7.0
red_banshee,the_fort_collins_brewery,american_amber_red_ale,5.3
green_lakes_organic_ale,deschutes_brewery,american_amber_red_ale,5.2
blue_moon_rising_moon_springs_ale,coors_brewing_company,american_amber_red_ale,5.4
evil_twin,heretic_brewing_company,american_amber_red_ale,6.8
buckshot_amber_ale,natty_greene_s_pub_brewing_co,american_amber_red_ale,4.9
hemp_hop_rye,ofallon_brewery,american_amber_red_ale,5.5
revelry,two_brothers_brewing_company,american_amber_red_ale,9.5
pinstripe_red_ale,ska_brewing_co,american_amber_red_ale,5.2
newport_storm_hurricane_amber_ale,coastal_extreme_brewing_co,american_amber_red_ale,5.2
redhook_late_harvest_autumn_ale,redhook_ale_brewery,american_amber_red_ale,5.9
xs_imperial_red,rogue_ales,american_amber_red_ale,9.0
the_men_s_room_ale,elysian_brewing_company,american_amber_red_ale,5.6
lobster_ale,belfast_bay_brewing_co,american_amber_red_ale,5.0
mayflower_springs_hop,mayflower_brewing_company,american_amber_red_ale,5.3
giddy_up,new_belgium_brewing,american_amber_red_ale,6.0
revel_red,stoudts_brewing_co,american_amber_red_ale,6.2
old_yankee_ale,cottrell_brewing_co,american_amber_red_ale,5.0
dawn_of_the_red_ira_ale,ninkasi_brewing_company,american_amber_red_ale,7.0
centennial_red_brewmasters_series,long_trail_brewing_co,american_amber_red_ale,7.9
ouisconsing_red_ale,central_waters_brewing_co,american_amber_red_ale,4.8
ashland_amber,caldera_brewing_company,american_amber_red_ale,5.4
firefly_amber_ale,jackie_o_s_pub_brewery,american_amber_red_ale,4.5
reprise_centennial_red,4_hands_brewing_co,american_amber_red_ale,6.0
esb_amber_ale,flying_fish_brewing_company,american_amber_red_ale,5.5
alaskan_imperial_red_ale_pilot_series,alaskan_brewing_co,american_amber_red_ale,8.5
mac_tarnahan_s_amber_ale,portland_brewing_company,american_amber_red_ale,5.1
palmetto_amber,palmetto_brewing_company,american_amber_red_ale,5.5
rainmaker,steel_toe_brewing,american_amber_red_ale,6.5
ginger_twin,half_acre_beer_company,american_amber_red_ale,6.5
marble_red_ale,marble_brewery,american_amber_red_ale,6.5
retro_red,the_fort_collins_brewery,american_amber_red_ale,5.2
lost_dog,napa_smith_brewery,american_amber_red_ale,7.2
blue_moon_spiced_amber_ale,coors_brewing_company,american_amber_red_ale,5.6
loopy_oatmeal_red_ale,three_heads_brewing,american_amber_red_ale,6.6
red_skull,revolution_brewing_company,american_amber_red_ale,8.8
peak_organic_espresso_amber_ale,peak_organic_brewing_company,american_amber_red_ale,7.0
chronic_ale,pizza_port_solana_beach,american_amber_red_ale,5.0
shine_on_ale,central_waters_brewing_co,american_amber_red_ale,
alexander_keith_s_red_amber_ale,alexander_keith_s,american_amber_red_ale,5.0
river_horse_speciale_ale,river_horse_brewing_co,american_amber_red_ale,4.5
crazy_mountain_amber_ale,crazy_mountain_brewing_company,american_amber_red_ale,5.2
monk_in_the_trunk,inlet_brewing_co,american_amber_red_ale,5.5
tap_room_no_21_amber_ale,world_brews,american_amber_red_ale,4.8
kirkland_signature_amber_ale,kirkland_signature_costco_wholesale_corporation,american_amber_red_ale,5.7
gypsy_tears_ruby_ale,parallel_49_brewing_company,american_amber_red_ale,6.0
american_red_ale,rock_art_brewery,american_amber_red_ale,4.8
bonehead_imperial_red,fat_head_s_brewery_saloon,american_amber_red_ale,9.4
austin_amber_ale,independence_brewing_co,american_amber_red_ale,4.8
shark_bite_red_ale,port_brewing,american_amber_red_ale,6.0
black_dog_ale,spanish_peaks_brewing_co,american_amber_red_ale,5.2
red_god,cambridge_brewing_company,american_amber_red_ale,9.0
jumping_cow_amber_ale,steinhaus_brewing_co,american_amber_red_ale,5.5
native_amber,coop_ale_works,american_amber_red_ale,6.1
the_unforgiven_amber_ale,rush_river_brewing_company,american_amber_red_ale,5.8
henry_weinhard_s_redwood_flats_amber_ale,blitzweinhard_brewing_co,american_amber_red_ale,5.2
bear_naked_ale,adirondack_pub_brewery,american_amber_red_ale,5.2
new_holland_red_tulip_ale,new_holland_brewing_company,american_amber_red_ale,
rexx,clown_shoes,american_amber_red_ale,12.0
north_peak_siren_amber,north_peak_brewing_company,american_amber_red_ale,5.0
amber_ale,grand_teton_brewing_co,american_amber_red_ale,5.3
rusty_chain,flying_bison_brewing_company,american_amber_red_ale,5.0
train_wreck_ale,mountain_town_brewing_co,american_amber_red_ale,8.2
wachusett_oktoberfest_ale,wachusett_brewing_company,american_amber_red_ale,5.2
double_dread_imperial_red_ale,mad_river_brewing_company,american_amber_red_ale,8.6
rustica_ale,lost_nation_brewing,american_amber_red_ale,5.4
the_libertine,fulton_beer,american_amber_red_ale,8.5
aorta_ale_double_red_ale,short_s_brewing_company,american_amber_red_ale,8.3
finnegans_irish_amber,finnegans_inc,american_amber_red_ale,4.8
rowhouse_red,philadelphia_brewing_company,american_amber_red_ale,5.0
peak_organic_king_crimson,peak_organic_brewing_company,american_amber_red_ale,9.5
louie_s_demise,milwaukee_ale_house,american_amber_red_ale,4.8
west_sixth_amber,west_sixth_brewing_company,american_amber_red_ale,5.5
happy_amber,mad_tree_brewing,american_amber_red_ale,6.0
thomas_creek_appalachian_amber_ale,thomas_creek_brewery,american_amber_red_ale,6.8
cape_cod_red,cape_cod_beer,american_amber_red_ale,5.5
bucolia,bissell_brothers_brewing_co,american_amber_red_ale,5.6
runabout_red_ale,sebago_brewing_company,american_amber_red_ale,4.4
sam_vs_unicorn,pipeworks_brewing_company,american_amber_red_ale,9.0
red_marker_ale,ale_werks_brewing_company,american_amber_red_ale,5.0
sierra_blanca_roswell_alien_amber,sierra_blanca_brewing_company_rio_grande,american_amber_red_ale,5.2
rise_up_red,hopworks_urban_brewery,american_amber_red_ale,5.8
peak_organic_fall_summit_ale,peak_organic_brewing_company,american_amber_red_ale,5.7
ard_ri,upland_brewing_company,american_amber_red_ale,9.5
ridgeback_ale,no_label_brewing_company,american_amber_red_ale,6.1
betrayal_imperial_red,speakeasy_ales_lagers,american_amber_red_ale,8.2
bromigo_smoked_maple_amber,three_heads_brewing,american_amber_red_ale,6.5
great_lakes_rally_drum_red_ale,great_lakes_brewing_co,american_amber_red_ale,5.8
free_range_red,laurelwood_public_house_brewery,american_amber_red_ale,6.1
bitto_honey,prism_brewing_company,american_amber_red_ale,6.5
buffalo_bayou_1836,buffalo_bayou_brewing_co,american_amber_red_ale,5.9
rail_yard_ale,wynkoop_brewing_company,american_amber_red_ale,5.2
deveiled,magic_hat_brewing_company,american_amber_red_ale,5.2
red_rock_amber_ale,opaopa_steakhouse_brewery,american_amber_red_ale,6.0
carrack,mission_brewery,american_amber_red_ale,10.2
hoppy_red,boston_beer_company_samuel_adams,american_amber_red_ale,5.7
allin_amber,full_pint_brewing_company,american_amber_red_ale,5.8
imperial_red_ale,epic_brewing_company,american_amber_red_ale,7.7
the_imperial_texan,martin_house_brewing_company,american_amber_red_ale,8.0
perfect_tin_amber,tin_roof_brewing_company,american_amber_red_ale,4.5
thirsty_goat_amber,thirsty_planet_brewing_company,american_amber_red_ale,6.8
goose_autumn_ale,goose_island_beer_co,american_amber_red_ale,6.7
peak_organic_amber_ale,peak_organic_brewing_company,american_amber_red_ale,4.9
red_rambler_ale,peace_tree_brewing_co,american_amber_red_ale,5.8
6th_anniversary_ale_dirty_hippie_imperial_red_ale,kern_river_brewing_company,american_amber_red_ale,8.0
red_jacket_amber_ale,keweenaw_brewing_company,american_amber_red_ale,5.1
red_giant,element_brewing_company,american_amber_red_ale,8.2
hello_my_name_is_amber,flat_12_bierwerks,american_amber_red_ale,5.8
dank_imperial_red,oso_brewing_company_tap_house,american_amber_red_ale,9.2
sundance_amber_ale,boulder_beer_wilderness_pub,american_amber_red_ale,4.8
smuttynose_kindest_find_imperial_red_ale,smuttynose_brewing_company,american_amber_red_ale,8.5
buffalo_butt,rahr_sons_brewing_company,american_amber_red_ale,4.5
counter_culture,flying_dog_brewery,american_amber_red_ale,6.0
el_rojo_red_ale,griffin_claw_brewing_company,american_amber_red_ale,6.5
ma,tree_house_brewing_company,american_amber_red_ale,7.3
elector_imperial_red_ale,new_albanian_brewing_company_pizzeria_and_public_house,american_amber_red_ale,7.0
peak_organic_the_maple_collaboration,peak_organic_brewing_company,american_amber_red_ale,7.0
fish_tale_amber_ale,fish_brewing_company_fishbowl_brewpub,american_amber_red_ale,5.5
red_mo_ale,otto_s_pub_and_brewery,american_amber_red_ale,5.0
diablo_rojo,boneyard_beer_company,american_amber_red_ale,7.0
rollin_dirty_red_ale,cigar_city_brewing,american_amber_red_ale,
indian_amber,oaken_barrel_brewing_company,american_amber_red_ale,5.5
switchback_toasted_red_ale,switchback_brewing_company,american_amber_red_ale,5.6
impey_barbicanes_s_moongun,cigar_city_brewing,american_amber_red_ale,5.0
epicenter_amber,san_tan_brewing_co,american_amber_red_ale,5.5
thirsty_beavers_amber_ale,tree_brewing,american_amber_red_ale,5.0
rock_bottoms_red_ale,rock_bottom_restaurant_brewery,american_amber_red_ale,5.6
tyranny_hoppy_red_ale,wicked_weed_brewing,american_amber_red_ale,7.2
auburn_ale,cameron_s_brewing_co,american_amber_red_ale,5.0
rusty_red,oso_brewing_company_tap_house,american_amber_red_ale,6.0
louie_s_resurrection,milwaukee_brewing_company,american_amber_red_ale,10.2
simcoe_samu_rye,al_s_of_hampden_pizza_boy_brewing,american_amber_red_ale,6.0
griffon_red_ale,mc_auslan_brewing,american_amber_red_ale,4.5
boont_barl_bourbon_barrels_amber_ale,anderson_valley_brewing_company,american_amber_red_ale,6.0
war_of_1812_ale,sackets_harbor_brewing_co,american_amber_red_ale,5.2
amsterdam_big_wheel_deluxe_amber,amsterdam_brewing_company,american_amber_red_ale,5.0
valor_ale,14th_star_brewing_co,american_amber_red_ale,5.4
northern_hawk_owl,right_brain_brewery,american_amber_red_ale,5.8
narragansett_lovecraft_series_honey_ale,narragansett_brewing_co,american_amber_red_ale,7.0
odin_s_gift,odin_brewing_company,american_amber_red_ale,5.4
scuttlebutt_amber,scuttlebutt_brewing_company,american_amber_red_ale,5.1
kona_brown,perrin_brewery,american_amber_red_ale,5.5
sabretoothed_squirrel,smog_city_brewing,american_amber_red_ale,7.0
shakparo_firebrewed_african_styleale,sprecher_brewing_company,american_amber_red_ale,5.7
sleeman_original_dark_50,sleeman_breweries_ltd,american_amber_red_ale,5.5
offshore_amber_ale,offshore_ale_company,american_amber_red_ale,5.3
hop_buggy,lancaster_brewing_company,american_amber_red_ale,5.6
mc_neill_s_firehouse_amber_ale,mc_neill_s_brewery,american_amber_red_ale,5.6
mississippi_fire_ant,southern_prohibition_brewing,american_amber_red_ale,8.0
rude_boy,burley_oak_brewery,american_amber_red_ale,8.0
rad_red_amber_ale,upland_brewing_company,american_amber_red_ale,5.6
rebel_kent_the_first,3_sheeps_brewing,american_amber_red_ale,5.0
hoppocalypse,apocalypse_ale_works,american_amber_red_ale,8.0
misfit_red,du_claw_brewing_company,american_amber_red_ale,5.1
red_cockaded_ale,southern_star_brewing_company,american_amber_red_ale,8.5
rapscallion_blessing,rapscallion,american_amber_red_ale,8.0
wasatch_revolution_amber_ale,utah_brewers_cooperative,american_amber_red_ale,4.0
dean_pacific_northwest_mahogany_ale,single_cut_beersmiths,american_amber_red_ale,6.0
lavaman_red_ale,kona_brewing_co,american_amber_red_ale,5.6
bor_ale_brousse,brasseurs_du_nord_inc,american_amber_red_ale,5.0
ipswich_harvest_ale,ipswich_ale_brewery,american_amber_red_ale,6.9
saluki_dunkeldog,big_muddy_brewing,american_amber_red_ale,5.4
windvane,bad_weather_brewing_company,american_amber_red_ale,6.0
nimbus_rillito_red_ale,nimbus_brewing_company,american_amber_red_ale,5.0
cambridge_amber,cambridge_brewing_company,american_amber_red_ale,4.9
ultra_high_frequency,solemn_oath_brewery,american_amber_red_ale,7.5
hale_s_red_menace_big_amber,hale_s_ales_brewery_pub,american_amber_red_ale,4.6
rambler_on_red,no_da_brewing_company,american_amber_red_ale,5.0
spark_house_red_ale,lake_of_bays_brewing_company,american_amber_red_ale,5.0
exxpedition_ale,drake_s_brewing_co,american_amber_red_ale,7.0
mass_transit_ale,bristol_brewing_company,american_amber_red_ale,5.0
american_ale,thimble_island_brewing_company,american_amber_red_ale,5.0
wavemaker_amber_ale,big_storm_brewing_company,american_amber_red_ale,6.0
rye_d_piper,ale_industries,american_amber_red_ale,5.8
plowmans_s_ale,grand_river_brewing,american_amber_red_ale,4.7
lighthouse_ale,fire_island_beer_company,american_amber_red_ale,5.2
scarlet_fire,tighthead_brewing_company,american_amber_red_ale,5.6
ridgetop_red,silver_city_brewing_co,american_amber_red_ale,6.0
red_rose_amber_ale,baird_brewing_company_fishmarket_taproom,american_amber_red_ale,5.4
carlsbad_chronic,pizza_port_solana_beach,american_amber_red_ale,5.8
mc_carthy_s_bane,knee_deep_brewing_company,american_amber_red_ale,8.0
kroovy,rushing_duck_brewing_company,american_amber_red_ale,9.0
tyrant_double_red,wicked_weed_brewing,american_amber_red_ale,8.5
back_east_ale,back_east_brewing_company,american_amber_red_ale,5.0
duce,lucid_brewing,american_amber_red_ale,7.5
common_sense,upstate_brewing_company,american_amber_red_ale,5.3
panama_limited_red_ale,flossmoor_station_restaurant_brewery,american_amber_red_ale,
louie_s_demise_immortale,milwaukee_brewing_company,american_amber_red_ale,4.8
red_fox_amber_ale,rogue_ales,american_amber_red_ale,
sunset_amber_ale,grand_canyon_brewing_company,american_amber_red_ale,5.4
el_toro_poppy_jasper,el_toro_brewing_co,american_amber_red_ale,5.3
redemption_red_ale,reaper_ale,american_amber_red_ale,6.6
block_party,karben4_brewing,american_amber_red_ale,5.6
bone_warmer_imperial_amber_ale,grand_teton_brewing_co,american_amber_red_ale,8.2
1881_sacramento,ruhstaller,american_amber_red_ale,5.6
red_nun_red_ale,oconnor_brewing_co,american_amber_red_ale,5.5
homework_series_1_hoppy_red_ale,ballast_point_brewing_company,american_amber_red_ale,7.0
real_mc_coy_amber_ale,mammoth_brewing_company,american_amber_red_ale,4.5
carnie_fire,coast_brewing_company,american_amber_red_ale,5.0
squatters_big_cottonwood,utah_brewers_cooperative,american_amber_red_ale,5.8
remnant_of_dragon,greenbush_brewing_company,american_amber_red_ale,9.0
saranac_amber_ale,matt_brewing_company_saranac_brewery,american_amber_red_ale,5.6
mc_neill_s_ruby_ale,mc_neill_s_brewery,american_amber_red_ale,5.7
oak_creek_amber_ale,oak_creek_brewery_and_grill,american_amber_red_ale,5.5
dark_horse_rod,dark_horse_brewing_company,american_amber_red_ale,
struise_rosse,de_struise_brouwers,american_amber_red_ale,6.0
bulldog_amber_ale,half_pints_brewing_company,american_amber_red_ale,5.4
man_vs_internet,solemn_oath_brewery,american_amber_red_ale,9.5
frankenmuth_christmas_town_ale,frankenmuth_brewery,american_amber_red_ale,6.7
empire_amber_ale,empire_brewing_company,american_amber_red_ale,5.5
great_lakes_independence_ale,great_lakes_brewing_co,american_amber_red_ale,6.0
lavery_imperial_red_ale,lavery_brewing_company,american_amber_red_ale,8.2
exile_red,evolution_craft_brewing_company,american_amber_red_ale,5.9
flying_monkey_amber_ale,flying_monkey_brewing_company,american_amber_red_ale,4.6
boston_red,boston_beer_works_canal_street,american_amber_red_ale,5.2
revival_red_ale,marshall_brewing_company,american_amber_red_ale,6.5
drop_kick_ale,weston_brewing_company_omalley_s_pub,american_amber_red_ale,
oakshire_amber,oakshire_brewing,american_amber_red_ale,5.4
dock_street_philadelphia_amber,dock_street_brewery_restaurant,american_amber_red_ale,6.0
arbor_brewing_red_snapper_speciale_bitters,arbor_brewing_company,american_amber_red_ale,4.9
boohai_red_ale,crazy_mountain_brewing_company,american_amber_red_ale,6.0
ro_shampo_imperial_red_ale,figure_8_brewing,american_amber_red_ale,7.5
toronado_alley_amber_ale,charleville_vineyard_microbrewery,american_amber_red_ale,5.6
el_centro,cigar_city_brewing,american_amber_red_ale,6.2
reclaimed_rye,creature_comforts,american_amber_red_ale,5.5
bed_and_breakfast,brouwerij_de_molen,american_amber_red_ale,4.4
rj_king_wingwalker_amber_ale,world_brews,american_amber_red_ale,4.5
rat_tail_ale,cellar_rats_brewery,american_amber_red_ale,6.0
fred_red_ale,blue_gray_brewing_co,american_amber_red_ale,6.8
tall_poppy,8_wired_brewing_co,american_amber_red_ale,7.0
twisted_pine_amber_ale,twisted_pine_brewing_company,american_amber_red_ale,5.3
dad,rhinegeist_brewery,american_amber_red_ale,6.0
bj_s_jeremiah_red,bj_s_restaurant_brewhouse,american_amber_red_ale,7.3
yukon_red_amber_ale_arctic_red,yukon_brewing_company,american_amber_red_ale,5.5
sequoia_red,kern_river_brewing_company,american_amber_red_ale,5.2
ruby_red_american_ale,fat_bottom_brewing,american_amber_red_ale,6.1
race_rocks_ale,lighthouse_brewing_company,american_amber_red_ale,5.2
sciaenhops,swamp_head_brewery,american_amber_red_ale,8.3
freetail_ale,freetail_brewing_company,american_amber_red_ale,6.0
cable_car_small_batch_amber_ale,world_brews,american_amber_red_ale,4.5
rogue_farms_chipotle_ale,rogue_ales,american_amber_red_ale,
misdemeanor,jailhouse_brewing_company,american_amber_red_ale,5.5
killians_irish_red,coors_brewing_company,american_amber_red_ale,4.9
fall_festivus,cricket_hill_brewing_co,american_amber_red_ale,4.8
axe_scar_pig,solemn_oath_brewery,american_amber_red_ale,6.0
hoppy_face_amber_ale,hoppy_brewing_co,american_amber_red_ale,6.1
tall_ship_amber_ale,garrison_brewing_company,american_amber_red_ale,4.6
liquid_mistress,siren_craft_brew,american_amber_red_ale,5.8
pike_pale_heirloom_amber_ale,the_pike_brewing_company,american_amber_red_ale,5.3
moosehead_boundary_ale,moosehead_breweries_ltd,american_amber_red_ale,5.3
almost_heaven_amber_ale,mountain_state_brewing_co,american_amber_red_ale,5.2
ruddy_rye,the_brew_kettle_taproom_smokehouse_production_works,american_amber_red_ale,5.5
death_becomes_you,los_muertos_brewing,american_amber_red_ale,5.5
nero_s_apecchio_red_ale,amarcord_birra_artigianale_italiana,american_amber_red_ale,6.5
looping_owl,right_brain_brewery,american_amber_red_ale,8.0
double_rainbow_ale,iron_horse_brewery,american_amber_red_ale,7.0
proletariat_red,lompoc_tavern,american_amber_red_ale,6.2
autumn_ale,goose_island_beer_co,american_amber_red_ale,6.7
rocco_red_ale,bootlegger_s_brewery,american_amber_red_ale,7.1
fire_chief_s_red_ale,pump_house_brewery,american_amber_red_ale,5.5
1901_red_ale,bold_city_brewery,american_amber_red_ale,7.5
cow_catcher_red_ale,mountain_town_brewing_co,american_amber_red_ale,5.8
barkeater_amber_ale,lake_placid_craft_brewing_company,american_amber_red_ale,5.0
stony_face_red_ale,hoppy_brewing_co,american_amber_red_ale,5.6
bulkhead_red,barrier_brewing_company,american_amber_red_ale,6.5
american_hero,liquid_hero_brewery,american_amber_red_ale,5.6
minhas_swiss_style_amber,minhas_craft_brewery,american_amber_red_ale,5.5
red_felt_ale,goose_island_beer_co,american_amber_red_ale,6.0
ghost_river_riverbank_red,ghost_river_brewing,american_amber_red_ale,
common_ground,the_fort_collins_brewery,american_amber_red_ale,5.6
rathskeller_amber_ale,gray_s_brewing_company,american_amber_red_ale,5.5
riptide_amber,pensacola_bay_brewery,american_amber_red_ale,5.4
atomic_raygun,spring_house_brewing_company,american_amber_red_ale,8.3
yakima_red,meantime_brewing_company_limited,american_amber_red_ale,4.0
copperline_amber_ale,carolina_brewery,american_amber_red_ale,5.4
moustache_ride,flat_12_bierwerks,american_amber_red_ale,6.0
men_s_room_original_red,elysian_brewing_company,american_amber_red_ale,5.6
magnificent_amber,triton_brewing_company,american_amber_red_ale,5.3
project_failed_red_ale,10_barrel_brewing_co,american_amber_red_ale,6.7
nightwatch_dark_amber_ale,maritime_pacific_brewing_company,american_amber_red_ale,5.5
climax_noel_imperial_red_ale,eel_river_brewing_co,american_amber_red_ale,9.2
premium_red_ale,uehara_shuzou_co_ltd_echigo_beer_pub,american_amber_red_ale,6.0
men_s_room_black_imperial_ale,elysian_brewing_company,american_amber_red_ale,8.0
rufus,firestone_walker_brewing_co,american_amber_red_ale,12.0
american_amber,jekyll_brewing,american_amber_red_ale,5.8
barrels_trolley_amber_ale,world_brews,american_amber_red_ale,4.5
moon_gun,du_claw_brewing_company,american_amber_red_ale,5.0
knickerbocker_red,blue_pants_brewery,american_amber_red_ale,7.0
red_beard_ale,latitude_42_brewing_company,american_amber_red_ale,6.5
backcountry_amber,backcountry_brewery,american_amber_red_ale,5.4
mesabi_red,lake_superior_brewing_company,american_amber_red_ale,6.5
citrus_wizard,cigar_city_brewing,american_amber_red_ale,7.2
red_card,alpine_beer_company,american_amber_red_ale,6.2
mehana_volcano_red_ale,hawaii_nui_brewing_mehana_brewing_company,american_amber_red_ale,5.2
smoked_amber,triple_c_brewing_co,american_amber_red_ale,5.5
beach_house,strand_brewing_co,american_amber_red_ale,5.1
red_ale,rock_bottom_restaurant_brewery,american_amber_red_ale,5.7
satan_s_pony_amber_ale,south_street_brewery,american_amber_red_ale,5.0
amber,dead_armadillo_craft_brewing,american_amber_red_ale,
south_coast,parish_brewing_company,american_amber_red_ale,5.1
rockets_red_ale,big_river_grille_brewing_works,american_amber_red_ale,4.7
owyhee_amber_ale,beer_valley_brewing_co,american_amber_red_ale,5.5
bottle_tree_red,bottle_tree_beer_co,american_amber_red_ale,7.5
irresistible_amber_ale,madison_river_brewing_company,american_amber_red_ale,5.5
murphy_s_law_amber_ale,smartmouth_brewing_company,american_amber_red_ale,5.8
day_of_the_dead_beer_cervesa_de_los_muertos_death_becomes_you,cerveceria_mexicana_sa_de_cv,american_amber_red_ale,5.5
organ_grinder_amber_ale,mankato_brewery,american_amber_red_ale,5.8
gentleman_farmer_estate_hop_ale,lickinghole_creek_craft_brewery,american_amber_red_ale,7.5
deranger_imperial_red,laurelwood_public_house_brewery,american_amber_red_ale,8.5
deadicated_amber_ale,devil_s_canyon_brewing_company,american_amber_red_ale,5.5
sea_dog_amber_ale,vancouver_island_brewery,american_amber_red_ale,5.2
flambeau_red,new_orleans_lager_ale_brewing_company_nola,american_amber_red_ale,5.7
belle_gueule_brousse,brasseurs_rj,american_amber_red_ale,5.2
winni_ale,603_brewery,american_amber_red_ale,6.6
anarchist_amber_ale,cannery_brewing_company,american_amber_red_ale,5.5
stinky_hippie,north_country_brewing,american_amber_red_ale,6.0
lizard_head_red,steamworks_brewing_co,american_amber_red_ale,5.5
imperial_cherry_amber_ale,river_horse_brewing_co,american_amber_red_ale,7.5
